ax,ay,az,gx,gy,gz,avm,pressure
-0.9814,-0.1611,-0.2305,7.805,-6.28,9.207,1.0209,100289.41
-0.9976,-0.2017,-0.3042,9.268,-1.89,7.622,1.0622,100288.52
-0.978,-0.2158,-0.3706,14.573,4.634,7.988,1.0679,100288.48
-1.0488,-0.1953,-0.3652,24.146,16.037,11.037,1.1276,100289.05
-1.0132,-0.1646,-0.3477,22.561,15.061,9.878,1.0837,100289.0
-1.2319,-0.1519,-0.1143,28.598,0.61,17.073,1.2465,100289.68
-1.3438,-0.104,0.0591,23.78,6.585,14.085,1.3491,100289.34
-0.8711,0.0146,0.1318,7.317,9.39,-8.537,0.8811,100288.96
-0.7554,0.0586,-0.1616,-6.341,1.22,-3.171,0.7747,100288.31
-1.1763,0.0405,-0.2847,16.159,-7.5,14.756,1.2109,100288.18
-1.1304,-0.0366,-0.0693,35.0,-13.415,3.232,1.1331,100288.43
-0.8188,-0.127,-0.1362,19.146,-10.122,-8.963,0.8398,100288.62
-0.7471,-0.1528,-0.2793,11.402,0.671,-5.183,0.8121,100288.28
-0.8784,-0.1177,-0.2178,14.024,7.805,3.11,0.9126,100288.27
-1.0166,-0.0806,-0.1938,2.317,13.415,7.866,1.038,100287.76
-0.9585,-0.0776,-0.3115,-11.707,29.573,1.402,1.0108,100288.27
-0.8652,-0.0815,-0.3076,-8.11,27.683,-7.012,0.9219,100287.14
-0.9214,-0.0723,-0.2603,-10.915,22.256,-6.22,0.9602,100287.05
-0.979,-0.0547,-0.3511,-25.61,19.146,-6.159,1.0415,100288.08
-1.0581,-0.0376,-0.5327,-27.683,10.122,-3.293,1.1852,100288.23
-1.1201,0.0029,-0.5757,-10.122,10.61,-1.341,1.2594,100288.84
-1.0415,-0.0239,-0.6763,10.122,13.232,-6.402,1.242,100288.55
-1.2324,-0.043,-0.1099,42.195,-9.695,1.341,1.2381,100289.2
-1.2031,-0.1025,0.1978,7.927,27.622,7.317,1.2236,100288.71
-1.1411,-0.064,-0.1904,-0.488,-25.183,20.488,1.1587,100287.38
-1.1021,-0.0312,-0.4414,-7.195,-20.976,5.488,1.1876,100287.71
-0.8647,-0.0352,-0.3413,11.524,-7.439,-2.744,0.9303,100288.3
-0.7295,-0.1006,-0.1865,20.671,0.305,-0.915,0.7596,100287.54
-0.8018,-0.1729,-0.1523,15.061,-2.988,4.146,0.8342,100288.29
-0.9185,-0.1567,-0.2812,8.902,-8.78,5.793,0.9733,100288.38
-0.9663,-0.1304,-0.3491,12.805,-11.037,4.695,1.0357,100289.05
-0.9639,-0.146,-0.418,14.756,2.134,4.573,1.0607,100289.2
-0.9741,-0.1729,-0.3809,16.707,5.244,2.744,1.0601,100288.8
-1.0283,-0.2056,-0.2949,7.561,3.963,3.659,1.0893,100288.9
-1.0762,-0.1787,-0.459,-5.366,5.061,5.427,1.1835,100288.84
-0.9517,-0.0586,-0.6157,4.146,5.366,4.268,1.135,100288.29
-1.0039,-0.0493,-0.4717,30.732,-5.671,9.939,1.1103,100288.25
-1.4189,-0.189,0.2832,42.622,-14.085,16.951,1.4592,100288.84
-0.981,-0.1528,0.3901,-5.427,12.378,-5.488,1.0667,100289.03
-0.7202,-0.0088,-0.4097,-30.732,-23.537,-12.012,0.8286,100289.67
-1.2231,-0.0181,-0.5176,21.646,-39.146,5.488,1.3283,100289.28
-1.272,-0.1025,0.1226,50.244,-27.805,-3.476,1.282,100289.23
-0.8262,-0.1919,-0.0049,1.768,-3.659,-24.512,0.8482,100288.34
-0.6226,-0.2217,-0.2524,-21.646,11.707,-19.817,0.7074,100289.25
-0.8423,-0.1689,-0.1016,-18.841,2.012,-0.671,0.865,100289.32
-1.0137,-0.0986,-0.0601,-48.293,1.341,7.744,1.0202,100289.61
-1.0103,-0.0869,-0.2729,-81.951,19.024,6.098,1.0501,100289.83
-0.9683,-0.0259,-0.3091,-72.317,15.061,-4.634,1.0167,100290.23
-0.9966,-0.064,-0.3521,-81.28,9.329,-6.159,1.0589,100289.8
-0.9731,-0.0693,-0.4453,-89.39,14.756,-10.549,1.0724,100290.71
-0.9209,0.02,-0.48,-82.012,14.817,-9.268,1.0387,100291.27
-0.9395,-0.0093,-0.6548,-67.5,17.805,-5.976,1.1452,100291.34
-1.2026,-0.1328,-0.1157,-34.512,-6.28,-8.841,1.2155,100291.12
-1.2744,-0.2842,0.3794,-56.341,2.195,-8.537,1.3597,100291.35
-0.9272,-0.3633,-0.0786,-97.073,8.902,-25.915,0.999,100291.02
-0.7393,-0.3286,-0.459,-65.183,-34.634,-41.646,0.9301,100291.03
-1.0928,-0.1558,0.0049,-17.622,-77.5,-31.768,1.1038,100290.91
-1.1465,-0.1035,0.022,-52.5,-59.329,-32.561,1.1514,100289.58
-0.7871,-0.0908,-0.251,-87.378,-28.11,-35.976,0.8311,100289.2
-0.6963,-0.0967,-0.2188,-87.378,-29.207,-16.829,0.7362,100288.66
-0.9248,-0.2085,-0.1592,-93.537,-26.341,3.72,0.9613,100288.14
-1.0933,-0.2471,-0.1108,-95.427,-27.5,4.695,1.1263,100289.85
-1.0264,-0.1934,-0.2134,-96.951,-10.854,0.366,1.066,100290.77
-0.9082,-0.2056,-0.3472,-87.622,11.951,3.232,0.9938,100291.32
-0.9014,-0.2227,-0.2671,-68.415,16.098,5.183,0.9661,100290.98
-1.021,-0.2075,-0.3027,-60.488,0.366,4.268,1.085,100290.61
-1.1392,-0.1777,-0.4043,-52.561,-5.549,2.378,1.2218,100290.33
-1.0781,-0.1421,-0.4082,-42.866,14.939,1.829,1.1615,100289.63
-1.2129,-0.2651,-0.1714,-34.878,15.61,1.402,1.2533,100290.21
-1.499,-0.3569,0.5845,-44.756,3.354,0.488,1.6481,100290.16
-0.874,-0.1138,0.2568,-106.098,22.134,-35.061,0.9181,100289.38
-0.5527,0.0903,-0.3472,-115.244,-21.829,-44.268,0.6589,100289.67
-1.0825,0.0063,-0.1831,-82.927,-30.427,-13.902,1.0979,100289.12
-1.3682,-0.1909,0.1968,-77.683,-12.561,-4.939,1.3954,100288.98
-0.9746,-0.1436,0.002,-106.037,-0.549,-25.427,0.9851,100288.73
-0.7808,-0.0254,-0.1831,-118.354,0.366,-25.488,0.8023,100289.64
