ax,ay,az,gx,gy,gz,avm,pressure
-1.1538,0.0308,-0.5068,-19.878,-23.11,16.646,1.2606,100328.96
-1.0679,-0.0249,-0.3711,8.72,2.805,-9.756,1.1308,100328.36
-0.938,-0.0527,-0.2251,15.061,17.866,-12.683,0.9661,100327.66
-0.8398,-0.043,-0.1899,-7.256,8.841,5.0,0.8621,100327.39
-1.0181,0.0151,-0.3364,-15.61,7.5,6.646,1.0723,100326.95
-0.8989,-0.0122,-0.2393,-0.305,13.354,-22.439,0.9303,100326.84
-0.8877,-0.0576,-0.3042,-9.39,10.732,-22.622,0.9401,100327.13
-0.8979,-0.0986,-0.2808,-1.646,4.268,-18.598,0.946,100328.12
-0.9058,-0.0762,-0.2017,-0.366,-17.622,-6.646,0.9311,100328.6
-0.9956,-0.019,-0.3057,-14.024,-21.768,3.293,1.0416,100327.98
-0.9292,-0.0112,-0.4409,-13.171,-15.427,-4.207,1.0286,100328.14
-0.8994,0.022,-0.4785,4.268,-4.207,-5.0,1.019,100327.66
-0.8652,-0.0361,-0.3281,18.11,24.451,-7.866,0.9261,100327.07
-0.8804,-0.0996,-0.2861,3.841,34.024,-2.866,0.931,100326.84
-0.9404,-0.0708,-0.272,-6.037,25.061,8.963,0.9815,100327.16
-1.0581,-0.0107,-0.3633,-22.317,25.732,12.195,1.1188,100327.3
-0.9263,-0.0107,-0.4424,-24.085,23.049,-1.829,1.0265,100327.17
-0.7979,-0.0322,-0.5039,-14.085,18.232,-2.5,0.9442,100327.79
-0.8608,-0.0229,-0.4023,-0.854,14.512,6.037,0.9505,100327.66
-0.9316,-0.0703,-0.4414,-3.659,36.402,3.598,1.0333,100328.68
-0.9526,-0.1113,-0.5024,-0.61,36.89,-2.195,1.0828,100328.94
-0.9517,-0.0923,-0.375,9.329,18.232,-5.549,1.027,100328.51
-0.916,-0.0762,-0.4219,-0.976,8.232,-9.756,1.0114,100328.95
-0.8833,-0.0703,-0.4712,-4.024,-3.293,-9.085,1.0036,100328.52
-0.957,-0.0615,-0.501,-5.305,-10.549,-2.561,1.082,100327.83
-0.9722,-0.0337,-0.4907,-4.756,-6.585,2.256,1.0895,100326.82
-0.8735,-0.0425,-0.5103,-3.902,6.28,-1.463,1.0125,100327.07
-0.8613,-0.0645,-0.4375,5.183,7.073,-0.671,0.9682,100327.03
-0.856,-0.0522,-0.3804,6.585,6.951,1.951,0.9381,100327.1
-0.8218,-0.0522,-0.4268,-1.037,6.28,1.037,0.9275,100326.91
-0.8521,-0.0591,-0.4512,-1.768,6.037,0.061,0.9659,100327.52
-0.8574,-0.0537,-0.4023,0.793,9.207,-1.524,0.9487,100328.09
-0.8022,-0.0757,-0.4375,-2.317,12.073,-5.366,0.9169,100328.15
-0.8765,-0.0762,-0.4897,-4.024,-3.11,-3.415,1.0069,100328.56
-0.8506,-0.0493,-0.4541,0.183,6.951,-3.537,0.9655,100328.6
-0.8872,-0.064,-0.5005,-1.707,5.976,-3.72,1.0206,100328.4
-0.9136,-0.0845,-0.4487,1.585,3.78,-2.073,1.0213,100328.14
-0.8867,-0.0771,-0.4849,0.61,5.671,1.829,1.0136,100328.66
-1.0078,-0.0879,-0.5269,-2.134,-14.939,4.939,1.1406,100328.55
-1.041,-0.0938,-0.5366,-0.305,-15.488,3.537,1.1749,100328.09
-1.0366,-0.0791,-0.5527,0.122,-9.573,0.0,1.1774,100327.52
-0.9775,-0.0928,-0.5337,1.768,-5.61,-5.183,1.1176,100327.94
-0.9282,-0.0894,-0.499,2.317,-5.122,-3.11,1.0576,100327.76
-0.8989,-0.0762,-0.5137,1.585,0.305,-0.915,1.0381,100328.24
-0.877,-0.0815,-0.4771,4.146,4.207,1.28,1.0016,100327.88
-0.8921,-0.0752,-0.4917,3.476,2.683,4.024,1.0214,100327.96
-0.9043,-0.0796,-0.4736,5.732,2.134,3.537,1.0239,100328.04
-0.8491,-0.0952,-0.4482,3.476,-0.061,3.049,0.9649,100328.38
-0.8926,-0.106,-0.4746,2.439,-4.817,4.146,1.0165,100328.23
-0.9199,-0.0986,-0.4595,3.354,-6.098,2.866,1.033,100328.34
-0.9189,-0.0996,-0.4517,0.0,-5.976,-1.585,1.0288,100328.42
-0.8926,-0.0879,-0.4683,-1.402,-0.732,-3.293,1.0118,100327.99
-0.9468,-0.0815,-0.4321,-2.012,-5.732,-3.659,1.0439,100328.64
-0.9233,-0.0737,-0.4556,-7.256,-5.061,-6.646,1.0322,100327.91
-0.8906,-0.0684,-0.4678,-5.366,0.793,-3.902,1.0083,100328.37
-0.877,-0.0776,-0.4614,-4.024,8.659,-2.927,0.994,100327.86
-0.8809,-0.0962,-0.4258,-1.829,8.11,-1.707,0.9831,100327.34
-0.8892,-0.0889,-0.4424,-2.195,5.793,0.915,0.9971,100326.93
-0.8696,-0.082,-0.4561,-0.122,3.049,2.378,0.9854,100326.52
-0.8916,-0.0757,-0.4922,-1.28,-3.78,4.573,1.0212,100326.34
-0.915,-0.0825,-0.5,2.073,0.0,6.28,1.046,100327.2
-0.8936,-0.0742,-0.4761,3.049,1.829,5.244,1.0152,100327.09
-0.8628,-0.0913,-0.501,2.805,3.293,5.0,1.0019,100326.88
-0.8887,-0.0718,-0.4351,5.61,3.598,6.524,0.9921,100327.33
-0.9048,-0.0889,-0.4741,-0.671,0.793,2.866,1.0253,100327.55
-0.9282,-0.1001,-0.4492,-0.305,-1.768,1.037,1.0361,100328.32
-0.9058,-0.0669,-0.4844,-4.512,1.89,-0.122,1.0293,100328.55
-0.9048,-0.0859,-0.4849,-2.561,-0.061,-2.073,1.0301,100327.25
-0.9214,-0.0571,-0.48,-3.232,1.646,-0.793,1.0405,100327.37
-0.8926,-0.0903,-0.5146,-0.915,-0.915,-1.463,1.0343,100328.2
-0.9824,-0.0615,-0.4517,3.11,-5.854,3.598,1.083,100328.35
-0.9224,-0.0371,-0.4263,0.305,3.415,-1.098,1.0168,100328.07
-0.8896,-0.0889,-0.438,-5.061,-8.598,-4.268,0.9956,100327.99
-0.9546,-0.0513,-0.4697,-8.476,-12.439,2.378,1.0651,100327.92
-0.877,-0.0605,-0.4834,-8.171,-14.268,-0.915,1.0032,100327.74
-0.8813,-0.0767,-0.5186,-6.28,-16.402,1.341,1.0255,100328.23
-0.8794,-0.0503,-0.458,0.0,-0.671,5.427,0.9928,100327.74
-0.8394,-0.0688,-0.4419,0.0,1.524,1.524,0.9511,100327.61
-0.8599,-0.0869,-0.4395,0.793,2.927,2.317,0.9696,100327.39
-0.8711,-0.0664,-0.4355,3.78,7.805,4.634,0.9762,100327.09
-0.8564,-0.063,-0.4316,4.939,5.244,4.024,0.9611,100327.34
-0.8545,-0.0605,-0.4443,5.732,5.915,6.28,0.965,100327.69
-0.8882,-0.0615,-0.4644,7.683,6.524,9.329,1.0041,100327.55
-0.9346,-0.0698,-0.4336,11.341,3.78,11.037,1.0326,100327.47
-0.9888,-0.0669,-0.4233,7.805,-4.634,9.634,1.0777,100327.26
-0.9712,-0.0601,-0.4922,2.622,-5.305,5.488,1.0904,100327.97
-0.9209,-0.0498,-0.4507,6.585,-3.476,3.598,1.0265,100327.02
-0.9634,-0.0371,-0.4482,1.951,-2.927,2.866,1.0632,100327.18
-0.9272,-0.0376,-0.4556,-1.098,0.732,-1.22,1.0338,100327.3
-0.9062,-0.0454,-0.4321,-3.049,-1.951,-1.463,1.005,100327.16
-0.9863,-0.0386,-0.4849,-7.439,-5.793,0.366,1.0997,100326.77
-0.9546,-0.0337,-0.4688,-4.146,-0.305,-2.317,1.064,100325.99
-0.9072,-0.0391,-0.4492,-3.354,-0.976,-2.927,1.0131,100326.16
-0.9351,-0.0405,-0.4355,-3.598,-3.72,-0.488,1.0323,100326.15
-0.9131,-0.0293,-0.4546,-5.183,-3.902,-0.915,1.0204,100325.89
-0.8604,-0.042,-0.4805,-3.902,-4.268,-0.915,0.9863,100325.95
-0.894,-0.0425,-0.4521,0.427,-1.037,4.085,1.0028,100325.62
-0.8916,-0.043,-0.4312,2.073,3.963,3.232,0.9913,100325.49
-0.8276,-0.041,-0.4048,2.256,6.524,0.0,0.9222,100325.65
-0.8179,-0.0396,-0.4404,-0.366,5.61,0.366,0.9298,100325.16
-0.8706,-0.0425,-0.4507,1.707,4.268,2.134,0.9813,100325.52
-0.8501,-0.0488,-0.4307,3.963,5.549,1.098,0.9542,100325.28
-0.9292,-0.0557,-0.4404,1.463,-1.098,1.829,1.0298,100326.22
-0.9932,-0.0547,-0.4702,0.488,2.439,0.0,1.1002,100326.05
-0.9082,-0.0508,-0.4819,1.402,4.207,-4.451,1.0294,100325.81
-0.9087,-0.0371,-0.4727,1.037,1.646,-4.329,1.0249,100326.12
-0.9116,-0.0264,-0.4746,1.159,5.0,-2.866,1.0281,100326.1
-0.9082,-0.0366,-0.4526,1.037,0.976,-1.28,1.0154,100325.48
-0.9224,-0.0469,-0.46,-1.22,1.037,1.037,1.0318,100326.23
-0.9331,-0.0493,-0.5083,-2.683,-2.073,1.28,1.0637,100326.55
-0.9067,-0.0566,-0.481,2.378,-0.244,1.098,1.028,100326.66
-0.9067,-0.0439,-0.4487,2.5,1.402,1.829,1.0127,100325.78
-0.897,-0.0586,-0.4702,-0.305,-2.073,-0.854,1.0144,100325.6
-0.8979,-0.0557,-0.4707,0.61,-1.037,0.061,1.0154,100325.84
-0.9033,-0.0454,-0.4624,0.854,0.61,-0.244,1.0158,100325.16
-0.897,-0.0649,-0.4619,0.0,2.744,-2.805,1.011,100324.53
-0.8911,-0.0581,-0.4434,-0.366,4.329,-2.988,0.997,100324.57
-0.8926,-0.0557,-0.4702,-3.72,2.012,-4.085,1.0104,100324.8
-0.9009,-0.0645,-0.4766,-3.902,2.012,-4.207,1.0212,100325.0
-0.9023,-0.0547,-0.4736,-3.049,2.927,-3.476,1.0206,100325.53
-0.896,-0.0635,-0.4834,-1.89,2.683,-3.049,1.0201,100325.28
-0.9116,-0.061,-0.4565,0.183,0.305,-1.28,1.0214,100325.35
-0.9282,-0.0532,-0.4697,-2.195,-2.561,-1.341,1.0417,100324.9
-0.8789,-0.063,-0.479,-2.073,-0.061,-0.488,1.0029,100324.82
-0.9058,-0.0532,-0.4683,-1.524,-1.28,2.561,1.021,100324.63
-0.8921,-0.0381,-0.4912,-2.683,3.476,1.768,1.0191,100324.63
-0.8213,-0.0688,-0.4746,1.951,8.171,1.098,0.9511,100323.63
-0.8994,-0.0708,-0.4526,3.537,0.854,5.61,1.0094,100323.62
-0.874,-0.0884,-0.4502,3.232,3.476,2.622,0.9871,100324.01
-0.897,-0.0923,-0.4492,-0.305,0.61,1.037,1.0074,100323.77
-0.9629,-0.0767,-0.4795,-3.841,-2.439,-2.378,1.0784,100323.37
