ax,ay,az,gx,gy,gz,avm,pressure
-0.8687,0.0376,-0.5493,5.915,-8.72,-10.732,1.0285,100291.12
-0.8267,0.0239,-0.5767,6.098,12.805,-15.061,1.0082,100291.38
-0.8325,0.0371,-0.5811,22.744,41.037,-4.39,1.0159,100290.2
-0.8232,0.0083,-0.6094,9.451,27.073,-1.89,1.0243,100290.68
-0.7173,0.0308,-0.6948,-5.854,9.878,15.549,0.9991,100290.54
-1.2754,0.125,-0.8672,0.488,-17.622,24.573,1.5473,100290.2
-1.2051,0.0327,-0.4302,36.463,-30.244,-28.963,1.28,100287.99
-0.8774,-0.0146,-0.209,20.976,-0.122,-23.537,0.9021,100285.74
-0.7651,-0.0078,-0.2393,-6.098,32.622,-10.793,0.8017,100281.63
-0.7861,-0.0703,-0.3364,-13.293,41.585,-17.622,0.858,100275.76
-0.8936,-0.1274,-0.5142,-18.841,-0.793,-15.61,1.0388,100272.24
-1.0713,-0.0713,-0.6982,-14.146,-26.646,-4.329,1.2807,100271.91
-0.877,-0.0479,-0.5396,19.207,1.829,-14.634,1.0308,100271.41
-0.6089,-0.0913,-0.4126,23.415,22.073,-17.378,0.7412,100272.87
-0.6865,-0.1348,-0.4985,5.305,13.78,1.585,0.8591,100273.83
-0.8452,-0.1313,-0.6094,2.439,2.134,9.329,1.0502,100275.54
-0.8105,-0.1572,-0.5674,9.573,-4.939,4.634,1.0018,100277.04
-0.7964,-0.1567,-0.6143,5.122,3.659,5.793,1.0179,100278.9
-0.7559,-0.1724,-0.6543,0.915,16.707,4.024,1.0145,100280.41
-0.7964,-0.1914,-0.7095,-2.134,27.5,1.951,1.0836,100282.5
-0.8608,-0.2363,-0.6816,-3.841,37.073,-4.39,1.1232,100284.83
-0.8291,-0.2554,-0.6855,-14.39,26.707,-10.244,1.1057,100286.31
-0.8755,-0.1787,-0.6899,-28.841,-8.232,-3.963,1.1289,100286.7
-1.1743,-0.1001,-0.5879,-31.463,-34.146,13.963,1.3171,100287.63
-0.623,-0.0229,-0.6689,-58.902,-47.988,-33.902,0.9144,100288.48
-0.9517,-0.0771,-0.6221,-3.354,-69.207,-9.146,1.1396,100288.66
-0.96,-0.0723,-0.1499,19.085,-95.305,-10.732,0.9743,100289.04
-0.8232,-0.0327,-0.2666,-12.378,-34.695,-11.829,0.866,100289.7
-0.6685,0.0054,-0.5107,-20.305,-0.915,-4.268,0.8413,100290.29
-0.9263,0.0464,-0.4834,-9.329,-20.854,20.0,1.0458,100290.25
