ax,ay,az,gx,gy,gz,avm,pressure
-0.9668,0.0273,-0.2896,-0.549,-0.671,0.61,1.0096,100849.52
-0.9609,0.0215,-0.2817,-0.122,-0.488,0.671,1.0016,100849.48
-0.9722,0.022,-0.2827,-0.366,-0.122,0.915,1.0127,100849.56
-0.9629,0.0156,-0.2788,-0.488,0.244,0.244,1.0026,100849.16
-0.9702,0.0161,-0.2842,-0.061,-1.585,-0.427,1.0111,100849.69
-0.981,0.0356,-0.2842,-0.732,0.305,0.793,1.0219,100849.27
-0.9668,0.0381,-0.293,-2.683,3.049,0.488,1.0109,100849.79
-0.9658,0.0244,-0.2769,-1.646,3.293,-0.061,1.005,100850.05
-0.9692,0.0332,-0.293,-0.244,4.085,0.366,1.0131,100850.75
-0.9639,0.043,-0.3022,2.866,3.476,-0.305,1.0111,100850.4
-0.9663,0.0332,-0.2969,6.159,2.805,-0.427,1.0114,100850.0
-0.9585,0.0264,-0.2915,7.805,1.463,0.366,1.0022,100850.47
-0.958,0.0239,-0.2866,7.134,1.402,1.341,1.0003,100850.45
-0.9624,0.0215,-0.29,5.305,2.134,1.951,1.0054,100851.28
-0.9648,0.0254,-0.2969,4.024,2.805,2.256,1.0098,100850.19
-0.9673,0.0264,-0.2876,3.659,3.11,2.134,1.0095,100850.09
-0.9629,0.0186,-0.3013,3.476,2.134,1.28,1.0091,100849.7
-0.9624,0.0205,-0.3013,4.512,0.427,0.549,1.0087,100849.65
-0.9624,0.0166,-0.3047,1.585,1.037,-0.183,1.0096,100850.8
-0.96,0.0195,-0.3071,-0.671,1.707,-0.183,1.0081,100851.31
-0.9551,0.0132,-0.3101,-1.707,1.707,-0.549,1.0042,100851.84
-0.9575,0.0186,-0.3047,-1.768,0.183,-0.61,1.005,100851.73
-0.9609,0.022,-0.3115,-3.049,0.305,-0.427,1.0104,100851.28
-0.9595,0.021,-0.3135,-3.78,1.098,-0.122,1.0096,100850.7
-0.96,0.0278,-0.3174,-4.085,-0.183,1.037,1.0115,100850.8
-0.9561,0.0312,-0.3159,-3.72,-0.061,0.976,1.0074,100850.6
-0.957,0.0288,-0.311,-3.293,0.793,1.037,1.0067,100851.2
-0.9653,0.0249,-0.312,-2.744,-0.183,0.183,1.0148,100851.02
-0.957,0.0244,-0.3027,-1.768,-2.744,0.0,1.0041,100851.14
-0.9595,0.0283,-0.3042,-2.439,-2.805,0.244,1.0069,100851.34
-0.9644,0.0332,-0.3125,-3.232,0.122,0.488,1.0143,100851.38
-0.9468,0.0283,-0.3223,-2.378,-0.305,-0.122,1.0005,100851.53
-0.9585,0.0273,-0.3101,0.305,-3.293,0.793,1.0078,100851.05
-0.9678,0.0254,-0.3032,0.488,-2.927,1.524,1.0145,100850.95
-0.9575,0.0303,-0.3032,-0.061,-1.89,1.28,1.0048,100851.08
-0.9658,0.0229,-0.3047,-0.061,-1.341,1.951,1.013,100850.81
-0.9536,0.022,-0.2915,0.488,-3.11,2.073,0.9974,100851.0
-0.9644,0.0298,-0.2944,0.0,-3.232,2.439,1.0087,100850.66
-0.9702,0.0459,-0.3008,0.061,-3.841,2.744,1.0168,100851.5
-0.9727,0.043,-0.3027,-0.793,-0.427,3.537,1.0196,100851.64
-0.9321,0.02,-0.2949,1.159,-5.549,2.378,0.9779,100851.37
-0.9824,0.0259,-0.2925,1.585,-7.622,3.232,1.0254,100851.54
-0.9536,0.0322,-0.2983,-0.305,-5.488,3.598,0.9997,100851.68
-0.9727,0.0366,-0.291,0.244,-6.037,4.329,1.0159,100851.77
-0.979,0.0386,-0.2783,2.683,-5.915,2.866,1.0185,100850.75
-0.9683,0.0361,-0.2676,3.72,-6.524,1.524,1.0052,100850.97
-0.9717,0.0273,-0.2578,1.341,-5.915,1.22,1.0057,100851.88
-0.9829,0.0361,-0.25,-4.512,-3.171,0.366,1.0148,100851.7
-0.9634,0.064,-0.248,-6.098,-3.659,0.854,0.9969,100850.83
-0.9907,0.0884,-0.251,-7.012,-0.183,2.988,1.0258,100850.65
-0.9575,0.0645,-0.2734,-5.244,2.256,1.89,0.9979,100851.14
-0.958,0.0498,-0.2539,2.5,-2.256,0.61,0.9923,100851.01
-0.9966,0.0674,-0.2603,6.402,-4.634,1.646,1.0322,100851.17
-0.9771,0.0884,-0.2686,7.378,-1.951,1.646,1.0171,100850.07
-0.9678,0.0679,-0.2568,9.512,-0.244,1.89,1.0036,100850.72
-0.9604,0.0352,-0.2368,13.659,-5.061,0.305,0.9898,100850.83
-0.958,0.0239,-0.2178,14.878,-12.439,-0.366,0.9827,100850.44
-0.9878,0.0322,-0.2251,9.817,-11.585,0.366,1.0136,100850.26
-0.9917,0.0444,-0.2236,3.598,-5.366,0.183,1.0176,100850.86
-0.9907,0.043,-0.2339,-0.793,-0.183,1.341,1.0189,100850.8
-0.9746,0.0454,-0.2563,-0.549,3.11,1.646,1.0088,100851.48
-0.9683,0.0479,-0.2456,3.415,1.28,1.098,1.0001,100851.16
-0.9683,0.0396,-0.2358,5.488,-0.61,0.671,0.9974,100850.55
-0.9805,0.041,-0.2261,5.427,-1.037,0.671,1.007,100850.95
-0.9941,0.0435,-0.2354,4.451,-0.61,1.037,1.0225,100850.53
-0.9731,0.042,-0.2339,4.39,-0.122,0.61,1.0017,100851.09
-0.9751,0.0381,-0.2388,3.963,0.488,0.915,1.0046,100851.23
-0.98,0.0381,-0.2373,3.354,0.732,0.976,1.009,100851.36
-0.9805,0.0381,-0.2437,1.951,1.402,0.976,1.011,100850.94
-0.9766,0.0361,-0.2388,1.037,1.768,0.854,1.006,100851.36
-0.9697,0.0312,-0.231,-0.244,1.829,0.793,0.9973,100850.7
-0.978,0.0352,-0.2441,-1.524,0.793,0.732,1.0087,100850.8
-0.9907,0.0361,-0.2339,-1.341,1.524,0.244,1.0186,100851.64
-0.9839,0.0376,-0.2373,-1.768,2.134,0.0,1.0128,100852.02
-0.9678,0.0454,-0.2441,-2.561,3.598,-0.122,0.9991,100851.42
-0.9712,0.0459,-0.2427,-2.988,2.622,0.0,1.0021,100851.48
-0.9819,0.0396,-0.2383,-3.963,1.89,0.0,1.0112,100852.01
-0.9766,0.0425,-0.2393,-4.878,2.744,-0.122,1.0063,100851.43
-0.9766,0.0459,-0.248,-4.756,1.646,-0.549,1.0086,100850.38
-0.9727,0.0444,-0.249,-3.598,0.366,-0.976,1.005,100849.84
-0.9722,0.0386,-0.2485,-3.354,0.183,-1.098,1.0042,100850.67
-0.9751,0.0356,-0.2466,-3.293,0.183,-1.28,1.0064,100850.42
-0.9761,0.0405,-0.2578,-4.085,0.549,-1.098,1.0104,100850.37
-0.9688,0.0454,-0.2505,-3.598,-0.793,-0.61,1.0016,100850.34
-0.9766,0.0381,-0.2559,-3.902,-0.61,0.122,1.0102,100850.77
-0.9712,0.0415,-0.2632,-3.11,-0.244,-0.549,1.0071,100850.63
-0.9697,0.0483,-0.2588,-2.195,0.488,-0.244,1.0048,100850.66
-0.9771,0.0469,-0.2529,-1.951,0.366,0.0,1.0103,100850.68
-0.9751,0.043,-0.2549,-1.524,2.134,0.549,1.0088,100850.43
-0.9634,0.0435,-0.2578,-1.037,1.829,-0.183,0.9982,100851.24
-0.9766,0.04,-0.25,0.061,-0.366,-0.122,1.0088,100850.88
-0.9751,0.041,-0.2466,-0.732,-0.061,0.183,1.0066,100850.59
-0.9712,0.04,-0.249,-2.134,1.28,0.61,1.0034,100850.62
-0.9761,0.0386,-0.252,-2.012,0.976,0.427,1.0088,100851.26
-0.9712,0.041,-0.252,-1.402,0.366,0.122,1.0042,100851.01
-0.9741,0.0396,-0.2539,-1.28,-0.976,0.183,1.0074,100851.05
-0.9751,0.0425,-0.2539,-3.049,0.366,0.976,1.0085,100850.39
-0.9707,0.0444,-0.2505,-4.329,0.549,1.22,1.0035,100850.96
-0.9736,0.041,-0.2573,-5.305,0.671,1.402,1.0079,100851.02
-0.9741,0.0435,-0.2529,-5.0,0.366,0.793,1.0074,100851.31
-0.9756,0.0488,-0.2583,-4.146,0.305,0.427,1.0104,100851.89
-0.9751,0.0503,-0.2505,-3.232,-0.305,-0.488,1.008,100850.86
-0.9751,0.0439,-0.25,-3.049,0.305,-0.244,1.0076,100850.56
-0.9668,0.0449,-0.2642,-4.024,0.244,-0.732,1.0032,100851.56
-0.9771,0.0435,-0.2554,-3.841,1.951,-0.915,1.0108,100851.72
-0.9761,0.042,-0.2632,-4.512,2.134,-1.646,1.0118,100851.59
-0.9688,0.042,-0.2559,-3.659,0.366,-2.561,1.0028,100850.98
-0.9741,0.041,-0.2568,-3.841,0.488,-2.5,1.0082,100851.05
-0.9712,0.0469,-0.2632,-3.902,-0.061,-2.683,1.0073,100851.36
