ax,ay,az,gx,gy,gz,avm,pressure
-0.8887,0.0684,-0.481,4.207,-23.659,14.573,1.0128,100839.06
-0.9141,0.0923,-0.5332,8.598,-17.073,15.305,1.0622,100838.38
-1.0479,0.1143,-0.603,13.11,3.415,6.89,1.2144,100838.98
-0.896,0.0327,-0.6973,66.829,16.524,-10.915,1.1358,100838.57
-0.8511,-0.002,-0.0859,89.939,-33.72,-2.134,0.8554,100839.26
-0.833,0.0068,-0.3447,8.11,-0.244,10.122,0.9015,100839.27
-0.9775,0.0049,-0.4922,7.317,9.268,16.463,1.0945,100839.27
-1.0112,-0.0151,-0.3936,18.354,-1.89,7.866,1.0852,100839.04
-0.8223,-0.0088,-0.4004,12.134,-2.988,-1.037,0.9146,100838.74
-0.8799,0.0015,-0.377,7.439,-4.634,5.61,0.9572,100839.12
-0.9209,0.0073,-0.3975,0.854,-11.402,10.61,1.003,100839.05
-0.8638,0.0107,-0.397,1.341,-16.341,8.598,0.9507,100838.99
-0.8667,0.0308,-0.4082,5.976,-30.0,10.61,0.9585,100838.7
-1.0073,0.0518,-0.3374,13.78,-40.0,13.476,1.0636,100838.6
-0.9971,-0.0024,-0.3921,-1.341,-35.244,7.439,1.0714,100838.8
-0.96,0.0146,-0.4062,3.598,-18.841,7.256,1.0425,100838.66
-0.9414,0.0391,-0.2749,6.829,-16.89,12.012,0.9815,100838.8
-0.9312,0.0596,-0.2622,5.061,-20.915,14.146,0.9692,100838.8
-0.9932,0.0762,-0.2241,6.22,-22.317,13.476,1.021,100838.67
-0.9731,0.1055,-0.2812,-2.439,-24.817,5.366,1.0184,100838.08
-0.9805,0.1187,-0.2881,1.646,-27.927,2.134,1.0288,100839.11
-0.9688,0.1147,-0.2524,2.622,-22.927,2.073,1.0077,100838.78
-0.9541,0.1255,-0.2485,0.183,-22.866,2.866,0.9939,100838.02
-0.9741,0.1318,-0.2485,-2.195,-18.72,3.476,1.0139,100838.08
-0.9888,0.1436,-0.2407,0.793,-4.268,-2.195,1.0277,100839.09
-0.9658,0.1484,-0.2402,0.61,-0.976,-2.195,1.0063,100839.02
-0.9946,0.1357,-0.2012,0.061,-4.695,-1.89,1.0238,100838.96
-0.957,0.1245,-0.2197,-3.963,4.695,-4.512,0.9898,100838.55
-0.9263,0.1011,-0.248,-3.049,6.89,-2.866,0.9642,100839.09
-0.938,0.1021,-0.2207,-1.402,3.354,-3.171,0.969,100838.39
-0.9551,0.124,-0.2183,-7.805,0.366,-6.829,0.9875,100838.87
-0.9565,0.1123,-0.1357,-12.378,-9.756,-4.634,0.9726,100839.71
-1.1465,0.0718,-0.1616,-23.049,15.122,1.585,1.16,100839.72
-0.9722,0.0312,-0.271,-18.415,4.817,-4.512,1.0097,100840.0
-0.8896,0.0278,-0.2656,2.317,-13.354,0.427,0.9289,100839.84
-0.9834,0.0659,-0.1973,11.89,-10.854,1.707,1.0052,100839.1
-1.0107,0.0747,-0.1538,4.451,-9.024,-3.293,1.0251,100840.24
-1.0269,0.0337,-0.168,-5.366,-7.317,-5.61,1.041,100840.15
-0.9785,0.0015,-0.2139,-9.207,6.098,-7.866,1.0016,100838.95
-0.9194,0.0146,-0.2036,-5.793,14.024,-6.951,0.9418,100839.28
-1.0239,0.0293,-0.2031,-3.841,19.207,2.317,1.0443,100839.3
-1.0107,0.0312,-0.2329,-4.329,5.061,1.524,1.0377,100839.43
-0.9736,0.043,-0.2456,-2.744,1.951,-3.415,1.0051,100839.77
-0.98,0.0425,-0.2207,1.768,4.756,-4.939,1.0054,100838.8
-0.9731,0.0356,-0.2144,4.268,0.976,-4.878,0.9971,100838.95
-0.9868,0.0312,-0.2329,3.78,-0.915,-3.841,1.0144,100838.55
-1.0,0.0308,-0.2217,3.841,-2.5,-2.134,1.0247,100838.9
-0.9365,0.0454,-0.1992,-13.171,15.183,6.524,0.9586,100837.69
-1.0269,0.0293,-0.2617,-20.427,13.659,5.61,1.0601,100837.52
-1.0029,0.0376,-0.2559,-9.634,-1.829,0.61,1.0357,100837.76
-0.9785,0.0664,-0.2563,-2.866,-5.244,-0.793,1.0137,100837.69
-0.8794,0.0723,-0.2373,1.22,-7.195,-0.305,0.9137,100838.24
-0.832,0.061,-0.252,7.256,-12.317,17.622,0.8715,100839.04
-1.0942,0.0928,-0.1919,5.305,0.061,6.707,1.1148,100839.16
-0.96,0.0854,-0.2266,-3.049,2.988,-6.646,0.99,100838.6
-0.9893,0.0845,-0.2119,-4.207,3.963,-5.366,1.0152,100839.16
-0.9722,0.0737,-0.2212,-6.098,8.963,-6.22,0.9997,100839.23
-0.9502,0.0703,-0.2427,-5.122,7.256,-4.085,0.9832,100838.78
-0.9951,0.0684,-0.2256,-2.439,2.012,-1.22,1.0227,100838.95
-0.9873,0.0679,-0.2334,-4.634,5.061,-3.171,1.0168,100839.67
-0.98,0.061,-0.2358,-5.488,4.451,-4.451,1.0098,100839.49
-1.0259,0.0498,-0.2466,-3.659,-0.183,-7.073,1.0563,100839.09
-0.9326,0.062,-0.2192,-1.951,-3.049,-11.341,0.96,100839.02
-0.9766,0.0454,-0.2402,-5.183,-0.427,-7.012,1.0067,100838.74
-0.96,0.042,-0.2329,-2.683,-1.768,-6.098,0.9887,100839.64
-0.9663,0.0464,-0.2329,-1.768,-0.488,-3.902,0.9951,100839.2
-0.9907,0.043,-0.2339,-1.89,0.061,-2.256,1.0189,100838.74
