ax,ay,az,gx,gy,gz,avm,pressure
1.0034,0.2588,0.2012,5.976,-36.341,19.939,1.0556,100845.7
0.7266,0.1641,-0.1509,-8.415,-96.768,-4.207,0.76,100844.84
1.415,0.3486,-0.3911,-0.366,-99.146,-72.805,1.5089,100845.56
1.4468,0.3877,-0.3535,21.22,-39.573,-52.683,1.539,100845.62
0.8506,0.3252,-0.0146,31.28,26.585,-21.098,0.9107,100844.78
0.8115,0.2046,0.1836,-6.28,64.39,-18.049,0.8568,100844.05
0.9346,0.0249,-0.2007,-51.28,51.28,18.232,0.9562,100843.48
0.8979,-0.0679,-0.1206,-47.805,24.207,66.524,0.9086,100843.68
1.0938,-0.0132,-0.0156,-43.476,30.488,86.707,1.0939,100843.45
1.0234,-0.0146,0.1982,-38.232,38.415,96.402,1.0426,100843.79
1.0063,-0.1128,0.2085,-45.366,25.549,55.488,1.0339,100843.17
0.9697,-0.064,0.0557,-33.902,1.829,-3.354,0.9734,100842.48
1.0688,0.0776,0.3335,-10.854,3.476,-66.28,1.1224,100842.68
1.1367,0.061,0.2979,-27.073,14.146,-82.683,1.1767,100842.48
1.1226,-0.0791,-0.2236,-42.805,15.976,-22.134,1.1473,100842.31
0.5903,-0.0127,-0.0996,10.0,28.232,41.463,0.5988,100842.69
0.9517,0.1948,0.2852,20.305,25.183,14.756,1.0124,100841.87
0.9497,0.189,-0.0806,-16.341,14.329,20.061,0.9717,100841.99
0.7578,0.1685,-0.2148,4.39,-56.098,17.012,0.8055,100841.7
1.3613,0.3384,-0.0576,18.293,-67.927,-41.159,1.4039,100840.97
1.6172,0.1646,-0.2998,20.0,-16.098,-32.134,1.653,100841.45
0.7754,0.0708,-0.3638,68.049,57.256,48.78,0.8594,100841.55
0.1587,0.1152,0.1768,102.927,107.134,66.768,0.264,100840.91
0.6191,0.0283,0.7915,67.927,71.768,13.293,1.0053,100841.77
1.2739,0.0054,-0.0039,-75.244,-74.573,-5.122,1.2739,100840.8
1.625,-0.0107,-0.0664,-30.976,-14.268,-24.329,1.6264,100840.22
0.625,-0.062,-0.1113,14.207,52.561,2.439,0.6379,100839.52
0.6875,0.0376,0.3325,53.354,85.305,-64.939,0.7646,100838.91
1.2256,0.125,0.3174,33.171,68.78,-72.927,1.2722,100838.56
0.895,0.0737,-0.0459,26.463,48.11,11.463,0.8992,100838.79
1.062,0.0454,0.4385,58.841,36.585,29.39,1.1499,100837.71
1.4565,0.2637,0.5127,29.939,13.049,18.415,1.5665,100837.9
0.9976,0.1226,0.0234,-0.488,-12.195,39.085,1.0053,100838.54
0.9409,0.0444,0.3018,15.427,-37.927,12.012,0.9891,100838.63
1.0361,-0.0801,0.0635,-8.841,-38.171,-1.463,1.0412,100837.47
0.7974,-0.083,0.0327,11.829,-46.463,27.927,0.8023,100836.62
0.5352,-0.001,0.1582,15.854,-26.951,40.427,0.5581,100836.86
0.5435,-0.082,0.0723,-7.622,-2.866,24.939,0.5543,100836.04
0.9531,-0.1006,0.2041,-19.024,-7.683,13.11,0.9799,100835.68
0.9136,-0.084,0.1255,-31.768,-14.756,25.61,0.926,100835.88
1.1416,0.0586,0.6279,-12.317,-45.122,-18.11,1.3042,100836.41
1.9067,0.1646,0.3311,-64.573,-59.756,-52.317,1.9422,100835.81
1.0947,-0.1328,-0.5347,-62.073,-19.085,13.049,1.2255,100836.09
0.6055,-0.1426,0.0083,36.463,54.329,-2.744,0.6221,100835.34
0.8062,-0.0664,0.4082,42.317,79.695,-31.707,0.906,100834.89
0.5464,-0.0728,0.0181,7.5,32.622,3.293,0.5515,100835.05
0.9785,0.0566,0.3101,31.28,3.659,-4.634,1.028,100834.93
1.3521,0.1577,-0.1279,-36.585,-32.683,50.732,1.3672,100834.24
0.7178,0.1372,0.0493,23.963,-41.341,47.561,0.7324,100833.32
0.7231,0.1514,0.3472,1.159,-27.866,-24.695,0.8163,100833.01
0.7383,0.0615,-0.043,-49.207,-52.561,-65.427,0.7421,100832.28
0.7866,-0.0654,-0.2148,-42.317,-43.537,-54.268,0.8181,100832.22
0.6694,-0.1064,-0.1294,-25.122,18.78,-12.744,0.6901,100832.05
0.6235,-0.2061,0.0,-20.122,41.28,14.207,0.6567,100832.42
0.7759,-0.271,0.2603,-37.073,26.524,16.524,0.8621,100831.93
0.9302,-0.1855,0.2856,-82.073,-9.268,21.585,0.9906,100831.83
0.9487,-0.1323,0.396,-106.646,-42.256,15.915,1.0365,100832.25
1.5146,-0.0225,0.083,-159.878,-14.146,-19.329,1.5171,100832.09
1.2314,-0.104,-0.3691,-142.561,8.293,7.134,1.2898,100832.8
1.1069,-0.1318,0.1431,-70.671,21.951,-20.244,1.1239,100832.6
1.4668,0.0107,0.5454,-48.11,34.512,-68.963,1.565,100832.55
1.2466,0.0786,0.5977,-78.841,8.902,-56.341,1.3847,100831.81
0.8721,-0.002,-0.1592,-148.11,-12.012,-32.5,0.8865,100832.11
0.7139,-0.0352,-0.4478,-91.402,8.537,-21.89,0.8434,100831.73
0.8989,-0.0005,0.3779,-13.049,25.427,-18.841,0.9751,100832.82
0.8164,0.0396,0.25,-70.305,5.61,6.402,0.8547,100832.62
0.5469,0.0762,0.0518,-73.476,-30.732,11.707,0.5546,100831.99
0.957,0.0742,0.6309,-40.915,-25.793,-36.402,1.1487,100832.29
1.1782,0.1274,0.5688,-97.5,-40.732,-46.22,1.3145,100831.13
1.0835,0.1235,0.4443,-131.585,-41.22,-30.122,1.1776,100831.09
1.0317,0.1021,0.209,-161.768,-45.549,-18.659,1.0576,100830.37
0.8994,0.0454,0.0327,-168.354,-38.598,-0.488,0.9012,100830.91
0.5967,-0.0312,-0.2236,-161.768,-23.476,20.244,0.638,100831.72
0.563,-0.0332,-0.0464,-124.451,-19.756,17.378,0.5659,100831.45
0.7456,0.0278,0.3354,-111.22,-22.256,6.524,0.8181,100831.37
0.9756,0.0063,0.2544,-146.585,-41.829,-2.744,1.0082,100831.54
1.0518,-0.1104,0.0156,-155.366,-38.78,-15.305,1.0576,100831.19
1.0669,-0.1304,0.0024,-137.805,6.585,-40.183,1.0748,100831.66
1.0264,-0.0845,-0.0801,-117.378,18.049,-48.537,1.0329,100831.99
1.0659,0.0127,-0.0488,-97.439,22.439,-45.915,1.0671,100832.64
0.9878,0.0449,-0.0376,-86.707,11.037,-19.939,0.9895,100831.9
0.7754,0.0259,-0.1265,-80.488,3.293,2.561,0.7861,100832.31
0.728,0.0303,-0.1987,-67.073,2.866,5.793,0.7553,100832.98
0.8604,0.0845,0.0283,-51.28,-8.293,7.5,0.865,100833.37
1.0757,0.1118,0.3232,-53.293,-29.878,14.207,1.1288,100832.8
1.2622,0.2002,0.2402,-73.78,-45.488,29.085,1.3004,100832.98
1.0278,0.1992,-0.0078,-64.39,-60.061,53.354,1.047,100832.86
1.0684,0.1802,0.1855,-28.476,-36.585,27.134,1.0992,100833.53
1.2578,0.3066,0.4541,-35.122,-4.451,-10.61,1.372,100832.66
1.126,0.3833,0.4131,-85.427,5.061,-23.963,1.2591,100832.49
0.8447,0.2329,0.0796,-119.207,23.537,-26.89,0.8799,100833.13
0.7295,0.1758,-0.0225,-107.317,10.854,-15.305,0.7507,100832.85
0.7363,0.0117,-0.25,-98.902,-8.11,-8.293,0.7777,100832.9
0.7681,-0.0825,-0.4468,-77.439,-19.329,-0.915,0.8924,100832.55
0.7808,-0.0415,-0.4287,-48.72,-17.866,26.524,0.8917,100833.16
0.959,0.0708,0.2578,-29.939,47.805,46.159,0.9956,100832.26
0.9849,-0.1543,0.6699,-45.549,26.22,4.329,1.2011,100833.22
1.1216,-0.0078,0.3369,-58.841,-43.049,-38.171,1.1711,100833.3
1.3413,0.0439,-0.1187,-34.878,-47.5,-52.622,1.3473,100834.34
1.1504,0.0244,0.0044,33.293,28.293,-30.305,1.1507,100834.62
0.8286,0.0991,0.3794,62.805,62.744,3.11,0.9167,100834.09
0.478,-0.0239,0.2866,38.841,29.268,27.012,0.5579,100834.43
0.4546,-0.0312,0.2979,11.646,-14.878,11.585,0.5444,100835.05
1.0923,0.0767,0.5972,-25.732,-29.329,-13.11,1.2472,100836.5
1.418,0.1475,-0.1714,-89.146,-31.159,20.305,1.4359,100836.34
0.769,-0.0771,-0.0894,-17.5,29.634,49.024,0.7781,100836.49
0.6074,0.043,0.2681,11.951,43.232,-15.122,0.6653,100836.72
1.1362,0.2363,0.4429,-16.402,-22.378,-75.671,1.2422,100837.38
1.2856,0.1128,0.0332,-65.61,-48.049,-46.341,1.291,100837.24
0.6504,-0.1304,-0.333,-58.963,-7.744,5.0,0.7422,100837.02
0.6821,-0.0933,0.0391,-18.11,12.134,-4.39,0.6896,100835.99
1.2583,0.1323,0.293,-1.524,-35.976,-5.305,1.2987,100835.73
1.3716,0.1992,0.8594,7.439,-54.817,-4.329,1.6308,100837.0
1.5459,0.0654,0.1357,-68.659,-30.061,-32.012,1.5532,100837.84
1.2534,-0.0322,-0.3047,-33.963,-49.085,-20.915,1.2903,100837.84
1.1475,0.0776,0.1602,26.159,5.61,-21.28,1.1612,100838.2
0.5854,0.0264,-0.0635,12.927,29.024,5.183,0.5895,100838.98
0.4395,-0.042,-0.2036,6.768,-6.341,10.488,0.4861,100839.43
0.6978,-0.0347,-0.1709,11.28,18.659,9.329,0.7192,100839.55
0.9414,0.1421,0.5024,46.707,40.732,18.537,1.0765,100839.6
1.1201,0.1265,0.5464,-4.268,25.976,6.768,1.2527,100840.54
1.1685,0.0234,0.2153,-43.293,-37.744,-14.817,1.1884,100840.74
1.5371,0.1079,0.0762,-36.159,-61.159,-27.622,1.5428,100840.65
1.1201,0.1528,0.2065,-19.817,-25.915,2.744,1.1492,100841.93
0.7314,0.0991,-0.0845,-37.5,12.378,22.744,0.7429,100841.66
0.5112,0.0112,-0.3384,-33.598,17.012,42.805,0.6132,100841.2
0.9268,0.0366,0.0327,-8.902,19.146,37.439,0.9281,100840.73
1.4595,0.1226,0.3032,-12.012,47.134,42.683,1.4957,100840.88
1.1016,-0.1274,-0.0117,-10.366,65.976,60.61,1.109,100840.99
0.7417,-0.0469,0.2925,56.22,16.159,23.11,0.7987,100841.55
1.1436,0.1992,0.8218,65.427,6.707,-50.61,1.4222,100842.11
1.1079,0.0688,0.1001,-12.439,-7.805,-43.72,1.1146,100842.52
0.397,0.0566,-0.3911,-3.963,-37.439,-9.207,0.5601,100842.47
0.6416,0.1138,0.0493,37.378,-25.305,-46.768,0.6535,100842.41
1.1885,0.0483,0.4331,20.366,-1.585,-49.451,1.2659,100842.64
1.2539,0.1455,0.3994,-8.049,-69.756,14.695,1.324,100842.66
0.9722,0.019,-0.2998,-32.073,-58.598,32.805,1.0175,100842.81
0.8911,-0.0957,-0.2402,43.415,6.159,-9.024,0.9279,100843.06
1.2285,0.2354,0.5342,88.293,65.061,-48.232,1.3601,100843.23
0.8472,0.1851,0.4214,34.146,54.573,-28.659,0.9641,100843.88
0.4692,0.0625,0.0127,-6.159,15.366,-20.549,0.4736,100844.47
0.9775,0.126,0.2969,-15.915,-5.122,-36.768,1.0294,100844.66
1.3374,0.0439,0.0371,-59.634,-38.232,-5.183,1.3386,100845.31
1.6548,0.1631,-0.1392,-41.524,-109.634,38.72,1.6686,100845.05
1.1143,0.1294,-0.2466,-18.902,-62.866,43.537,1.1485,100844.84
0.7622,0.085,-0.3096,17.378,6.341,3.049,0.827,100844.8
0.7744,0.1943,0.0493,60.61,17.378,-27.134,0.7999,100845.15
1.1177,0.126,0.1128,43.659,22.134,-44.329,1.1304,100846.26
0.9712,-0.0254,-0.2275,27.5,9.817,-11.585,0.9978,100845.87
0.7808,-0.0054,0.0093,46.829,-2.744,9.756,0.7808,100845.83
1.0488,0.1914,0.3867,33.232,7.256,17.927,1.1341,100846.78
0.9951,0.2349,0.27,-12.378,-25.0,56.768,1.0575,100846.98
0.6904,-0.0312,-0.1592,-42.195,-25.915,45.427,0.7092,100847.76
0.8354,0.0112,0.0098,5.854,13.598,-19.817,0.8356,100847.84
1.2842,0.3418,0.7866,26.159,44.634,-68.049,1.5443,100847.27
1.2163,0.1382,0.2861,-78.659,14.878,-35.976,1.2571,100847.47
0.6035,-0.0327,-0.48,-122.378,-15.244,28.171,0.7718,100847.49
0.5312,0.0591,-0.2192,-69.146,20.122,34.39,0.5777,100848.37
1.0923,0.1514,0.0864,-39.085,23.841,18.232,1.1061,100847.69
1.1006,0.0864,0.2432,-49.085,14.085,17.805,1.1304,100847.91
1.1421,-0.0874,0.1372,-66.951,-9.573,-20.793,1.1536,100847.81
1.1396,0.0283,0.2432,-37.073,-45.122,-51.707,1.1656,100848.25
1.1997,0.0781,0.0137,-47.439,-28.659,-75.488,1.2023,100847.81
1.0488,0.0298,-0.4424,-45.122,-29.756,-50.915,1.1387,100847.99
1.2646,-0.1558,-0.3271,-16.951,-14.329,-12.073,1.3155,100848.25
0.8896,0.0176,0.499,14.573,-8.841,46.524,1.0202,100848.95
0.7129,0.29,1.106,-42.378,-15.244,45.183,1.3474,100848.73
0.7119,0.144,0.2241,-180.183,-54.085,-1.585,0.7601,100849.19
0.7041,0.1187,-0.1348,-143.659,-51.524,-37.683,0.7266,100849.51
1.4023,0.4238,0.5737,-53.598,-15.244,-88.78,1.5733,100848.91
1.4033,0.3306,0.4229,-101.646,-7.988,-53.78,1.5025,100849.44
0.8501,0.1655,-0.0747,-156.28,-34.573,16.524,0.8693,100849.82
0.6562,0.1216,0.2329,-152.744,-3.476,33.841,0.7069,100849.63
0.8906,0.1431,0.5898,-182.073,-13.78,34.329,1.0778,100849.72
1.1191,0.002,0.6157,-237.134,-84.939,51.585,1.2773,100850.14
1.0986,-0.291,-0.5161,-272.744,-120.549,42.256,1.2482,100850.59
1.6392,-0.1782,0.1045,-122.561,-49.451,-5.915,1.6521,100851.19
2.085,0.1709,0.5601,-115.427,25.305,-42.195,2.1656,100851.38
1.4795,0.2378,-0.6201,-194.207,7.378,5.0,1.6217,100851.55
0.7275,0.061,-0.5923,-133.11,10.61,36.159,0.9401,100850.79
0.7817,0.106,0.1206,-74.329,36.768,10.488,0.7981,100850.7
0.5996,0.0981,0.5181,-74.146,51.037,5.0,0.7985,100851.26
0.5474,0.064,0.5381,-102.683,4.878,-3.598,0.7702,100851.31
0.7563,0.0483,0.561,-138.963,-64.695,-3.476,0.943,100850.99
0.9858,0.2109,0.1694,-163.171,-106.646,26.341,1.0223,100850.37
0.8765,0.0952,-0.0459,-121.037,-71.768,39.329,0.8828,100850.4
1.3032,0.0654,0.0581,-103.78,5.183,-8.72,1.3062,100850.79
1.4224,0.0205,-0.3794,-124.085,15.0,-14.024,1.4722,100850.83
1.6777,0.1455,-0.1353,-94.085,-11.707,-29.634,1.6895,100850.38
1.6543,0.2056,0.0483,-91.707,-13.049,-26.463,1.6677,100850.78
1.3145,0.1602,-0.0601,-113.841,-27.927,6.098,1.3255,100851.55
0.8198,0.0039,-0.6069,-121.098,-18.049,52.866,1.02,100851.05
0.1963,-0.0928,-0.3813,-60.549,6.524,70.488,0.4388,100850.8
0.7173,0.0464,0.3115,-44.085,47.805,11.28,0.7834,100850.12
