ax,ay,az,gx,gy,gz,avm,pressure
1.1577,0.1143,-0.0088,-13.476,-49.329,5.0,1.1634,100844.93
1.2817,0.1099,-0.0947,-14.146,-51.768,10.793,1.2899,100844.45
1.2451,0.1411,-0.0151,-6.768,-31.159,14.024,1.2532,100843.99
1.1113,0.1489,0.0776,9.451,-2.012,18.415,1.1239,100844.61
0.8071,0.0781,-0.0586,10.793,7.012,34.39,0.813,100844.95
0.6206,0.0054,-0.0913,-8.902,6.646,26.402,0.6273,100843.99
0.7622,-0.0122,-0.0293,-32.012,-7.561,13.476,0.7629,100844.49
0.8882,-0.0161,0.042,-25.427,-23.171,24.512,0.8893,100845.62
1.0659,-0.106,0.0063,-2.988,-30.061,13.049,1.0712,100846.21
1.2559,-0.1328,0.0078,5.244,10.671,-25.854,1.2629,100846.41
1.3931,-0.0405,-0.0693,5.183,9.268,-24.39,1.3954,100846.66
0.9761,-0.0356,-0.1699,4.39,8.963,-17.012,0.9914,100846.99
0.8115,0.0464,-0.0747,9.695,15.122,-36.22,0.8163,100847.86
0.7832,0.0391,-0.0771,12.866,-5.305,-29.695,0.788,100848.24
0.7544,-0.062,-0.1836,-0.366,-2.439,-18.537,0.7789,100848.66
0.8979,-0.0117,-0.0312,12.012,0.854,11.707,0.8986,100848.38
0.8652,0.1128,0.0996,10.549,8.72,37.134,0.8782,100847.79
0.9839,0.0615,-0.0005,-6.89,-4.939,22.073,0.9858,100847.98
1.1719,0.0229,-0.1812,-21.89,-9.268,-7.195,1.186,100848.24
1.2549,0.0298,-0.2578,4.146,-5.488,-23.841,1.2814,100848.55
1.3813,0.1357,0.1343,30.366,34.39,-31.768,1.3945,100849.39
1.0122,0.0596,0.001,1.463,48.171,6.646,1.014,100849.51
0.48,-0.0146,-0.083,-11.22,22.5,39.512,0.4873,100849.12
0.5796,-0.0488,0.0254,-16.463,1.646,20.915,0.5822,100848.95
0.9517,-0.0635,0.0166,-13.841,8.902,17.256,0.9539,100850.21
1.0962,-0.0229,-0.0708,0.122,5.671,-28.78,1.0987,100850.13
1.3228,0.0796,0.0747,8.598,20.061,-44.024,1.3273,100850.45
0.8125,0.0225,-0.1846,-7.805,12.744,2.073,0.8335,100850.95
0.5483,-0.0435,-0.1357,4.573,21.829,1.098,0.5666,100850.94
0.6167,0.0059,0.0444,18.476,5.061,-4.878,0.6183,100851.17
1.1997,0.1689,0.3066,30.122,-41.585,-22.073,1.2497,100850.38
2.0063,0.1748,0.4727,-4.939,-27.683,-16.098,2.0687,100851.38
1.0151,0.0742,-0.5615,-61.402,-10.61,66.22,1.1625,100851.38
0.6147,0.0981,-0.0039,38.78,-12.744,21.89,0.6225,100851.38
1.1147,0.2388,0.3296,19.085,46.28,-47.073,1.1867,100851.52
0.6567,0.0757,-0.0957,-35.854,38.72,2.805,0.668,100851.49
0.2886,0.0068,-0.0938,-22.927,17.561,28.72,0.3035,100851.36
0.4438,0.0371,-0.106,-18.963,8.293,3.232,0.4578,100851.61
0.9268,0.1973,0.1768,18.537,-33.232,-40.427,0.9639,100851.67
2.2139,0.2227,0.8896,9.146,1.402,-80.061,2.3963,100851.75
1.8071,0.0859,-0.1758,-112.5,-11.89,7.866,1.8177,100851.78
1.1523,-0.1094,-0.9019,-62.622,-32.256,38.232,1.4674,100852.59
1.0845,-0.02,-0.2207,47.866,35.793,4.146,1.1069,100853.28
0.7642,0.0303,0.041,53.841,39.329,14.756,0.7659,100854.05
0.334,-0.0308,0.1494,29.634,-1.463,25.915,0.3672,100853.14
0.48,-0.0215,0.3281,-0.305,-22.744,-7.439,0.5818,100852.81
0.9873,0.0728,0.4443,-36.707,-45.976,-25.793,1.0851,100853.19
1.3105,0.022,-0.3496,-64.512,-37.5,-11.341,1.3566,100853.62
1.4795,0.251,0.1846,12.683,22.744,-27.195,1.5119,100854.29
1.1709,0.3462,0.4731,-16.646,46.524,-11.159,1.3095,100854.54
0.5747,0.1714,-0.0259,-104.451,12.866,19.268,0.6003,100855.23
0.4043,0.022,-0.2954,-118.11,-8.78,25.244,0.5012,100854.77
0.5337,-0.1006,-0.2622,-94.878,-12.378,19.085,0.6031,100854.68
0.5308,-0.084,-0.0664,-59.817,-1.768,7.622,0.5415,100855.11
1.001,-0.084,0.5146,-27.683,3.293,-45.366,1.1287,100855.05
1.7173,-0.064,0.4932,-88.72,4.146,-69.085,1.7878,100855.88
1.5537,-0.0054,-0.0454,-136.89,-25.122,-42.256,1.5544,100856.75
1.7603,-0.0439,-0.2358,-118.354,-8.476,-40.793,1.7765,100856.78
1.1763,-0.0801,-0.375,-81.829,5.549,15.0,1.2372,100857.3
0.6934,-0.0996,-0.1104,-47.5,11.159,36.829,0.7091,100856.6
0.585,-0.0801,0.2046,-42.134,-1.585,17.012,0.6249,100856.56
0.6636,0.0117,0.6914,-58.902,-31.89,-9.695,0.9584,100857.02
1.1406,0.1377,0.5078,-149.207,-66.402,-25.122,1.2561,100856.27
1.334,0.0942,-0.0576,-190.0,-67.622,-8.049,1.3385,100855.81
1.3198,-0.022,-0.1387,-133.78,-27.378,-8.415,1.3273,100856.36
