ax,ay,az,gx,gy,gz,avm,pressure
0.5728,-0.0293,0.5083,-77.195,-12.561,-6.463,0.7663,100854.84
1.5601,-0.1587,0.8179,-127.683,-53.476,-57.256,1.7686,100854.41
1.4189,-0.3896,-0.0957,-201.037,-103.354,-23.415,1.4746,100854.58
1.4053,-0.373,-0.187,-127.439,-66.829,-42.195,1.4659,100855.21
1.666,-0.1514,0.1802,-100.915,18.11,-85.793,1.6826,100856.19
1.4541,-0.1172,-0.2412,-129.939,10.366,-42.073,1.4786,100856.8
0.752,-0.1099,0.0303,-82.744,14.634,11.037,0.7605,100856.5
0.604,-0.1523,0.3955,-77.378,47.439,-5.793,0.7379,100855.54
0.623,-0.0044,0.4272,-121.951,42.561,-15.488,0.7555,100856.3
0.8564,0.2158,0.6279,-157.378,-6.341,-35.183,1.0837,100855.38
1.2534,0.2036,0.4355,-222.073,-42.073,-48.293,1.3425,100855.05
1.0615,0.0864,-0.3042,-249.451,-87.805,-5.427,1.1076,100855.82
1.0649,0.0107,-0.4526,-150.854,-56.829,-4.695,1.1572,100855.77
1.2563,0.1196,0.2632,-72.988,-18.598,-27.805,1.2892,100855.1
1.8623,0.2607,0.2383,-101.646,-48.293,-42.622,1.8955,100855.34
1.7168,0.1997,-0.0415,-115.122,-62.256,-0.793,1.7289,100856.04
1.0625,0.0664,-0.0996,-90.366,-56.89,39.634,1.0692,100855.94
0.8413,0.0688,0.0,-72.866,-8.476,20.061,0.8441,100855.62
0.8701,0.0718,-0.1216,-66.463,15.183,16.524,0.8815,100855.76
0.7324,0.0073,-0.0044,-43.902,19.39,42.378,0.7325,100854.51
0.8613,-0.0151,0.269,-39.329,15.488,45.0,0.9025,100854.55
1.1226,-0.0215,0.1753,-62.012,-14.207,44.512,1.1364,100854.84
1.0923,-0.0132,0.2925,-61.28,-27.195,31.585,1.1308,100855.07
1.2812,0.0522,0.1895,-79.207,-29.512,-17.195,1.2962,100854.49
0.8149,-0.0615,-0.0566,-27.683,14.695,-18.841,0.8192,100853.91
0.6714,-0.0635,-0.0693,-9.512,36.159,-17.988,0.6779,100854.48
0.606,-0.0439,0.0493,2.866,27.561,-8.232,0.6095,100853.81
1.041,0.1118,0.2319,-11.646,-9.512,-3.171,1.0724,100853.29
1.5449,0.249,0.1226,-51.89,-45.549,21.22,1.5697,100853.15
0.8223,0.0449,-0.2476,-70.305,-31.768,53.72,0.8599,100852.16
0.8613,0.0215,-0.2935,-25.427,-41.768,11.829,0.9102,100851.55
1.1309,0.165,0.0156,14.573,-54.756,-19.939,1.1429,100852.2
1.3135,0.0972,0.2197,18.049,10.488,-32.195,1.3353,100852.69
0.9229,0.0107,0.1382,-5.732,54.756,24.39,0.9332,100852.68
0.3018,-0.0918,-0.2104,-28.354,43.354,77.012,0.3792,100853.18
0.4038,-0.1475,0.1489,-5.0,15.122,48.354,0.455,100853.07
0.9258,-0.0928,0.2451,-37.622,-1.646,16.768,0.9622,100853.11
0.9355,-0.0576,-0.0898,-75.732,-15.366,32.988,0.9416,100853.27
1.0166,-0.0723,0.1245,-47.561,-11.22,19.451,1.0267,100852.52
1.3481,0.0386,0.2285,-58.72,17.683,-7.073,1.3679,100852.2
1.085,-0.002,-0.0146,-68.963,18.78,-9.207,1.0851,100851.84
1.2563,0.0591,0.1235,-35.549,-10.854,-61.341,1.2638,100852.06
1.4883,0.1196,0.271,-23.476,-12.073,-104.573,1.5175,100850.38
1.3667,0.0264,-0.085,-34.512,7.012,-78.354,1.3696,100850.47
