ax,ay,az,gx,gy,gz,avm,pressure
0.7871,0.0283,0.0283,16.402,-28.11,15.0,0.7881,100739.06
0.8569,-0.0342,-0.0273,21.829,-27.012,13.902,0.8581,100740.01
0.8384,-0.0195,-0.0381,22.5,-23.659,20.793,0.8395,100739.98
0.8262,-0.0024,-0.1309,12.378,-8.293,23.171,0.8365,100740.45
0.9614,0.0586,-0.1626,9.634,10.122,21.402,0.9768,100740.41
0.9551,0.0679,-0.0674,16.22,9.939,18.72,0.9599,100740.15
0.9668,-0.0215,-0.1133,8.293,21.829,13.537,0.9736,100739.46
1.2217,0.0273,-0.1592,11.829,14.085,-2.988,1.2323,100739.34
1.2646,0.0527,-0.2949,11.829,1.159,-8.415,1.2997,100740.34
1.4395,0.0171,-0.1396,24.634,15.915,-7.256,1.4463,100739.87
1.416,0.0718,0.1841,8.11,12.866,-10.061,1.4297,100739.02
0.9385,-0.0146,0.0259,-14.939,-8.171,-18.902,0.9389,100738.38
0.7285,-0.0645,0.0522,29.39,-12.561,-23.171,0.7332,100738.27
0.7881,0.043,0.2051,49.878,-4.878,-20.61,0.8155,100737.69
0.9053,0.1694,-0.0322,-3.11,6.89,-20.732,0.9216,100738.86
1.0332,0.1904,-0.1094,-16.524,2.561,-24.146,1.0563,100738.12
0.9043,0.1392,-0.1113,4.329,-1.22,-15.366,0.9217,100738.59
0.7295,0.0884,0.0117,17.561,3.902,-12.134,0.7349,100739.03
0.7495,0.1216,0.0293,17.256,13.598,-13.049,0.7599,100739.25
0.8384,0.0991,-0.0122,15.183,22.805,-4.817,0.8443,100739.16
0.8687,0.0991,-0.0718,12.866,5.732,-13.293,0.8772,100739.48
0.8789,0.1226,-0.0503,-9.634,7.561,-17.622,0.8888,100738.59
1.0146,0.1807,0.0103,-15.305,21.159,-5.854,1.0307,100738.68
1.1997,0.2773,-0.0771,-9.451,13.476,-5.488,1.2338,100737.25
1.4258,0.189,0.2026,-15.854,29.207,12.317,1.4525,100737.36
1.3022,0.1899,0.209,2.439,-5.0,-4.024,1.3325,100737.9
0.7549,0.0703,0.0449,22.195,-26.707,25.915,0.7595,100737.44
0.5454,-0.144,0.2407,33.72,4.573,47.622,0.6133,100736.84
0.8623,-0.0078,0.1445,24.695,-18.354,2.988,0.8744,100737.61
1.0151,0.2012,-0.1719,13.232,-40.732,-17.012,1.0491,100737.45
0.9424,0.1606,0.0073,29.512,-16.402,9.39,0.956,100737.45
0.8901,0.0303,0.0444,55.488,-9.512,15.244,0.8918,100736.73
0.8545,-0.0708,0.0454,76.341,-21.89,-1.829,0.8586,100736.94
0.8394,-0.0093,-0.0659,77.195,-20.427,-3.841,0.842,100735.6
0.8789,0.0439,-0.0825,77.012,9.024,13.72,0.8839,100736.08
0.9424,0.0547,-0.1133,76.707,11.159,15.244,0.9507,100735.84
0.8906,0.0635,-0.1265,88.293,21.951,27.683,0.9018,100736.15
0.9487,-0.002,0.002,107.439,29.39,31.28,0.9487,100737.38
1.0186,-0.0063,-0.085,92.439,10.488,15.793,1.0221,100736.55
1.0386,0.0303,-0.2344,94.39,15.427,2.317,1.0651,100736.93
1.2466,0.0273,-0.2173,118.171,9.268,-16.585,1.2657,100736.59
1.1172,-0.043,-0.127,129.695,-5.183,-28.354,1.1252,100736.1
1.166,0.1104,0.2881,144.085,16.585,-31.037,1.2061,100735.84
