ax,ay,az,gx,gy,gz,avm,pressure
1.4785,-0.1875,-0.0371,16.28,14.939,3.415,1.4908,100766.34
1.6162,-0.1133,0.0635,24.634,37.439,-11.402,1.6214,100766.93
1.4541,-0.0156,0.0122,4.329,25.427,-12.988,1.4542,100766.89
0.9019,0.0312,0.0776,-19.756,-1.037,7.073,0.9057,100766.84
0.6147,0.0034,-0.25,-27.439,-20.854,9.085,0.6636,100766.45
0.6094,0.0381,-0.0571,12.683,14.878,-2.439,0.6132,100766.51
0.6069,0.1104,-0.0981,1.646,9.451,8.232,0.6246,100766.18
0.6885,0.1587,-0.2505,-3.537,-15.183,27.317,0.7496,100765.7
0.8823,0.1377,-0.4492,20.732,-33.11,24.634,0.9996,100765.23
1.4385,-0.0493,0.1914,86.89,-6.463,-1.098,1.452,100765.34
1.4814,0.0005,0.2207,60.244,-17.134,-8.659,1.4978,100765.92
1.542,-0.1567,-0.2632,27.378,-46.463,-24.634,1.5721,100765.99
1.3643,-0.1152,0.0459,64.146,-11.829,-18.902,1.3699,100766.3
0.8164,-0.0537,0.3281,46.098,3.659,-4.329,0.8815,100766.27
0.6138,-0.1255,-0.0781,-25.0,-41.768,-3.11,0.6313,100766.5
0.4824,-0.1284,-0.3379,-47.134,-55.061,8.78,0.6028,100766.41
0.5303,-0.103,-0.2964,-36.037,-43.537,20.122,0.6162,100766.48
0.8789,-0.1479,-0.4004,-33.171,-39.146,31.159,0.9771,100765.43
1.2031,-0.2822,-0.1895,-1.829,-20.976,32.439,1.2502,100765.38
1.373,-0.3105,0.0605,-7.073,-7.256,27.439,1.409,100765.09
1.291,-0.1763,-0.2847,-47.195,-0.671,13.598,1.3337,100765.36
1.0469,-0.1021,-0.3457,-22.988,46.159,0.122,1.1072,100764.35
0.5337,-0.0181,-0.1084,-9.817,63.78,-4.207,0.5449,100764.68
0.5303,-0.0479,-0.1899,-27.805,38.476,-19.207,0.5653,100765.32
1.1851,-0.022,-0.1812,32.561,30.793,-6.646,1.199,100764.75
1.4316,0.1416,0.4429,72.561,0.549,-19.268,1.5053,100764.74
1.7515,0.0,-0.0845,10.549,-52.5,-34.024,1.7535,100764.86
1.3877,-0.0137,-0.3047,22.622,-2.256,-16.098,1.4208,100765.06
0.813,0.0913,0.2637,44.451,37.744,-7.134,0.8595,100765.2
0.7632,-0.064,-0.1011,-26.585,13.11,-27.683,0.7725,100766.04
0.8071,-0.2139,-0.5737,-40.793,-14.817,-16.463,1.0131,100766.32
0.5874,-0.1172,-0.1777,8.537,-0.732,25.793,0.6248,100766.16
0.5171,-0.1367,-0.0298,4.329,-15.61,45.366,0.5357,100765.78
1.1841,-0.0933,-0.0176,-10.549,-21.707,37.683,1.1879,100765.88
1.4731,-0.2314,-0.0581,-24.512,4.634,36.89,1.4923,100765.86
1.4858,-0.2837,-0.3105,-20.976,7.378,24.146,1.5442,100766.2
1.6968,-0.0479,0.8374,8.841,36.22,-9.878,1.8928,100765.34
1.2417,-0.1128,-0.2212,-96.768,-38.171,-0.61,1.2663,100765.2
0.6777,-0.0381,-0.1943,-56.098,-16.159,7.073,0.7061,100764.82
0.2549,0.1045,0.019,-36.037,-2.134,0.854,0.2761,100765.15
0.4434,0.043,-0.5962,-47.195,-53.963,1.402,0.7442,100764.3
0.4268,0.0576,-0.4175,26.951,-6.402,26.829,0.5998,100763.77
0.5693,0.1299,0.2646,71.22,48.78,24.329,0.6411,100763.99
1.2383,0.1304,0.4043,25.732,13.72,-9.756,1.3091,100764.52
1.686,-0.1011,-0.2534,-14.817,-36.402,-19.634,1.708,100765.07
1.3828,0.0151,-0.2734,45.427,-13.537,-15.0,1.4097,100765.97
1.2871,-0.0459,-0.1802,70.61,-9.024,-44.573,1.3005,100764.87
0.8701,-0.1279,-0.1035,58.476,22.256,-17.866,0.8855,100764.82
0.5444,-0.1777,-0.1562,33.11,-4.207,3.963,0.5936,100764.52
0.5967,-0.1294,0.0762,18.049,-5.793,15.183,0.6153,100764.34
0.5952,-0.1997,-0.0913,-32.317,-22.378,33.72,0.6344,100763.66
0.8896,-0.2661,-0.4116,-53.78,-23.293,43.537,1.0157,100764.18
0.9424,-0.3262,0.1162,1.829,37.134,33.11,1.004,100764.55
1.3408,-0.3247,0.3052,-19.268,1.037,-0.793,1.4129,100766.07
1.7983,-0.2041,0.0,-61.098,25.061,-17.622,1.8099,100765.74
1.3916,-0.1157,-0.1147,-60.549,36.768,-10.549,1.4011,100765.02
0.8135,0.0142,-0.2183,-57.378,13.11,-11.402,0.8424,100765.55
0.5908,0.0786,-0.2026,-48.841,9.39,-17.256,0.6295,100765.95
0.0811,0.1807,-0.2466,-45.305,10.976,-17.256,0.3162,100765.75
0.3652,0.1631,-0.3481,-45.976,-30.732,-44.207,0.5303,100765.61
0.9517,0.0415,-0.4727,-16.768,-20.915,-35.915,1.0634,100765.27
1.4175,0.1509,-0.1509,44.085,0.305,-8.232,1.4335,100764.77
1.8599,-0.0879,0.1904,84.756,-10.305,3.963,1.8717,100765.62
1.4062,-0.0127,0.4097,85.671,-1.768,26.098,1.4648,100765.89
1.2437,-0.0107,0.0605,22.012,-26.768,-2.073,1.2452,100764.99
1.4126,-0.1011,-0.4961,-19.939,-31.159,-21.098,1.5006,100764.55
0.8115,-0.0581,-0.4585,17.5,6.402,8.72,0.9339,100764.48
0.3276,-0.0303,-0.1597,35.671,9.634,23.354,0.3657,100765.03
0.0879,-0.0742,-0.2354,5.854,-6.585,12.805,0.262,100764.95
0.4922,-0.1323,-0.1436,-6.159,-17.195,0.122,0.5295,100764.78
0.7935,-0.1162,-0.1411,-27.073,-43.049,32.073,0.8142,100765.26
1.3638,-0.4204,-0.3438,-44.939,-19.878,44.39,1.4679,100764.75
1.6274,-0.7168,-0.2227,-16.89,18.11,54.817,1.7922,100764.39
1.2158,-0.4263,0.2158,13.902,47.988,47.073,1.3063,100765.2
1.4785,-0.167,0.2944,-38.78,16.707,-21.341,1.5168,100764.72
1.0967,-0.0654,-0.4067,-96.768,-11.829,-23.171,1.1715,100765.09
0.5903,0.0864,-0.0825,-39.451,15.366,-10.915,0.6023,100764.85
0.293,0.1909,-0.1748,-47.561,0.976,-15.366,0.3909,100765.18
0.2573,0.1328,-0.6143,-52.378,-17.195,-28.537,0.6791,100765.54
0.7563,0.1533,-0.3145,-3.232,-8.049,-36.402,0.8333,100765.7
0.9814,0.2173,-0.4219,15.976,-6.646,-14.024,1.0901,100765.19
1.459,0.0176,-0.0142,87.439,23.598,-20.183,1.4592,100765.67
1.6772,0.126,0.5806,102.073,45.366,-21.585,1.7793,100765.53
1.7471,-0.0366,-0.0449,21.646,-10.549,-24.695,1.748,100765.2
1.2227,-0.0283,-0.5835,16.89,20.305,-3.415,1.355,100765.3
0.5347,0.0786,-0.0166,78.11,75.122,7.744,0.5407,100765.88
0.3867,-0.0283,0.0127,44.207,25.366,-0.488,0.388,100766.05
0.5347,-0.1626,-0.332,8.659,-19.085,-2.012,0.65,100767.05
0.8179,-0.1157,-0.0718,12.866,-1.585,7.5,0.8291,100766.12
0.9282,-0.104,-0.2173,-20.854,-20.976,29.329,0.959,100766.0
1.2285,-0.1318,-0.2695,-7.805,-9.695,27.988,1.2646,100765.68
1.2822,-0.146,0.3213,28.11,30.427,20.0,1.3299,100765.19
1.436,-0.0737,0.2358,-16.951,27.683,-3.598,1.4571,100764.84
1.5708,-0.0781,-0.1445,-54.085,-3.11,-14.695,1.5794,100765.17
1.1162,-0.0605,-0.1655,-36.951,-15.122,-2.927,1.13,100765.29
0.897,0.0273,-0.0337,-21.402,-17.927,2.683,0.898,100764.55
0.4644,0.0049,-0.4614,-43.232,-11.22,10.854,0.6546,100764.73
0.3447,0.022,-0.5049,-18.354,-4.085,4.207,0.6117,100764.97
0.4829,0.0537,-0.1284,24.329,9.39,4.329,0.5026,100764.77
0.8765,0.0342,-0.1094,29.573,-4.573,13.171,0.8839,100764.39
1.4092,-0.0767,0.0054,63.11,2.195,24.512,1.4113,100764.95
1.1108,0.2144,0.8389,92.744,48.293,26.22,1.4084,100765.23
1.563,0.0464,0.1343,-27.012,-46.402,-33.537,1.5694,100766.55
1.8262,-0.0859,-0.6387,-39.207,-49.573,-29.939,1.9365,100766.19
0.7764,0.1279,-0.0498,70.793,62.866,11.951,0.7884,100766.41
0.5215,0.0425,0.0532,45.244,53.659,0.183,0.5259,100766.72
0.5049,-0.1162,-0.5518,4.268,11.768,-3.963,0.7569,100766.72
0.7207,-0.04,-0.1313,42.927,14.329,-3.963,0.7337,100765.59
0.957,-0.1484,0.0635,11.341,-15.183,12.805,0.9706,100764.77
1.1699,-0.0693,-0.1055,-23.902,-53.537,41.707,1.1767,100765.13
1.1636,0.0708,-0.3115,-7.439,-70.61,50.549,1.2066,100764.77
1.0635,-0.0386,-0.3423,42.805,-27.134,30.244,1.1179,100765.37
1.1987,-0.0181,0.438,101.707,19.39,-4.756,1.2764,100765.08
1.3945,-0.1504,0.2305,30.976,-0.61,-24.329,1.4214,100764.65
1.1553,-0.1104,-0.2031,2.439,15.427,-13.78,1.1782,100764.8
0.9585,-0.0513,0.3184,50.244,36.768,-10.0,1.0113,100764.91
0.6133,-0.0811,0.1016,14.695,9.512,-6.402,0.6269,100765.35
0.4521,-0.0581,-0.3525,-4.756,-9.939,-9.939,0.5763,100766.07
0.7432,0.0103,-0.4473,27.927,-14.878,-7.195,0.8674,100766.12
0.9551,0.1611,-0.2437,74.268,-6.707,5.915,0.9988,100765.41
1.4268,0.1006,-0.0479,102.5,7.378,4.207,1.4311,100765.12
1.0708,0.1387,0.0767,113.598,21.341,25.915,1.0825,100764.55
1.2495,0.0205,0.2393,115.671,-25.366,-15.0,1.2724,100764.48
1.6851,0.0283,0.4521,84.329,-15.305,-33.963,1.7449,100764.3
0.8486,0.063,0.1523,33.537,39.024,-5.549,0.8645,100764.42
0.6714,-0.0474,-0.292,4.573,-1.829,-16.22,0.7337,100764.9
0.3105,0.0137,-0.1729,65.427,2.073,16.402,0.3557,100764.99
0.5107,-0.0732,-0.335,44.329,-22.195,2.378,0.6152,100765.7
1.0317,-0.0708,-0.0576,43.11,-31.585,1.951,1.0358,100765.27
1.1714,-0.0635,0.145,42.256,-23.963,10.976,1.182,100765.39
1.3071,-0.1333,-0.0928,22.439,-24.939,-4.817,1.3172,100765.01
1.7656,-0.0938,-0.0967,28.293,-10.854,-27.866,1.7708,100764.71
1.7539,-0.083,-0.2666,25.793,11.28,-19.939,1.776,100764.62
1.0742,0.042,-0.0171,65.854,42.439,0.976,1.0752,100764.44
0.7988,0.0957,0.5161,70.61,41.829,-12.561,0.9559,100763.8
0.7764,-0.022,0.061,-5.122,-0.671,-28.659,0.7791,100763.91
0.834,-0.0283,-0.1514,-14.756,-2.805,-30.549,0.8481,100764.02
0.7441,0.0088,-0.2241,-2.439,-13.598,-10.793,0.7772,100764.34
0.6548,0.0854,-0.5928,11.463,-40.793,9.329,0.8874,100764.47
0.9946,0.1865,-0.2178,75.122,-20.244,8.659,1.0351,100763.68
1.5771,0.1685,0.1172,95.854,-12.012,12.256,1.5904,100763.84
1.0972,0.1108,-0.4927,68.841,-8.293,36.402,1.2078,100764.47
0.9341,0.1196,0.0151,136.89,36.463,1.28,0.9418,100764.44
1.3184,0.1738,0.7104,123.232,5.854,-27.622,1.5077,100765.27
0.9346,0.0205,0.0767,3.293,-37.073,-3.963,0.9379,100765.54
0.5903,-0.0591,-0.2983,-29.756,-24.878,-5.732,0.6641,100766.1
0.54,0.0234,-0.2505,-12.378,-43.049,-13.354,0.5958,100766.02
0.625,-0.0298,-0.7568,-26.341,-74.207,-7.866,0.982,100765.01
0.9526,-0.0156,-0.5195,33.659,-24.634,-6.341,1.0852,100765.23
