ax,ay,az,gx,gy,gz,avm,pressure
0.9424,0.0322,-0.314,-1.524,-0.183,0.0,0.9938,100862.07
0.9595,0.0176,-0.2563,8.659,13.232,2.317,0.9933,100862.63
0.9688,0.0166,-0.2207,9.512,16.402,2.866,0.9937,100862.58
0.9712,0.0273,-0.2363,6.768,15.732,3.902,0.9999,100863.61
0.9673,0.0225,-0.2334,8.78,14.695,3.049,0.9953,100862.58
0.9673,0.0068,-0.1763,8.537,9.207,0.732,0.9832,100861.91
0.9507,0.0088,-0.2231,2.134,2.561,-2.256,0.9766,100862.01
0.9653,0.0107,-0.2056,3.72,8.659,-2.256,0.987,100861.59
1.0005,0.0288,-0.186,2.073,4.146,-1.768,1.018,100861.67
0.9712,0.0117,-0.2227,-1.829,-1.524,-0.183,0.9965,100861.34
0.9473,0.019,-0.2354,0.0,3.415,0.0,0.9763,100860.97
0.9272,0.0347,-0.2397,1.646,9.268,-1.159,0.9584,100861.19
0.9116,0.0156,-0.2402,4.634,16.646,-2.744,0.9429,100861.24
0.9331,0.0166,-0.21,9.756,24.695,-5.671,0.9566,100861.27
0.9883,0.0425,-0.1631,8.354,28.598,-6.524,1.0025,100860.56
1.0415,0.0571,-0.1143,2.439,26.463,-4.268,1.0493,100861.0
1.0322,0.0796,-0.1348,-1.768,22.134,-0.427,1.044,100861.1
0.9834,0.0972,-0.1567,3.963,23.11,4.634,1.0005,100860.81
0.9497,0.083,-0.103,10.671,26.22,5.0,0.9589,100861.68
0.9404,0.0605,-0.0845,10.854,25.061,-0.915,0.9462,100862.23
0.9746,0.0483,-0.106,10.732,28.354,-3.476,0.9815,100863.02
1.0205,0.0225,-0.0854,7.134,31.768,-0.061,1.0243,100862.61
1.0205,0.04,-0.0449,-0.305,26.768,0.488,1.0223,100862.68
0.9653,0.1021,-0.0215,-4.207,21.463,-1.646,0.9709,100862.48
1.084,0.0034,0.0762,-10.244,25.671,9.024,1.0867,100862.55
1.0205,-0.043,0.0918,-23.049,16.037,13.293,1.0255,100863.24
0.938,-0.1064,0.0483,-37.744,11.585,14.024,0.9452,100862.63
0.9521,-0.1626,-0.0776,-39.817,18.171,17.317,0.969,100863.29
0.979,-0.1558,-0.1533,-13.659,15.671,19.695,1.0031,100863.92
1.0366,-0.1953,-0.0762,0.122,15.61,17.195,1.0576,100864.66
1.0322,-0.2241,0.0176,-17.561,21.646,22.134,1.0564,100865.55
0.9385,-0.1733,0.0117,-29.573,18.232,20.0,0.9544,100864.88
0.9897,-0.1021,-0.0552,-22.683,17.439,12.073,0.9965,100865.48
1.1504,-0.1519,-0.1143,-6.524,31.951,13.354,1.166,100864.7
1.2935,-0.1895,-0.0605,11.707,19.573,-6.707,1.3087,100864.98
1.1084,-0.1416,-0.0317,18.78,-20.061,-28.659,1.1179,100864.58
0.8296,-0.1768,-0.0698,7.012,-47.317,-33.902,0.8511,100865.26
0.7041,-0.2212,0.0752,3.354,-42.622,-36.463,0.7418,100865.76
1.0552,-0.0444,0.3672,9.39,-22.378,-21.402,1.1181,100864.68
1.314,0.2935,0.4414,10.915,-6.646,23.659,1.4168,100864.23
1.3696,0.1733,0.1792,-20.549,24.939,28.78,1.3921,100864.11
1.2207,-0.1675,-0.0483,-21.707,-12.561,-19.268,1.2331,100864.54
0.8765,-0.1055,0.0596,15.0,-57.073,-42.256,0.8848,100865.12
0.6187,0.043,0.1035,23.171,-44.939,-27.622,0.6287,100865.3
0.5474,0.0508,0.0645,11.768,-1.829,-17.317,0.5535,100864.55
0.7876,0.0576,-0.0083,-0.061,18.11,-25.854,0.7897,100864.12
1.1226,0.0298,-0.106,-10.305,10.671,-20.732,1.1279,100863.41
1.0664,0.126,-0.1523,-17.073,-10.671,10.061,1.0846,100864.26
1.0938,0.1997,-0.2759,-14.085,-11.707,5.366,1.1455,100863.76
1.1191,0.1719,-0.2632,5.366,-33.11,4.817,1.1624,100864.77
0.8906,0.2417,0.0029,21.341,-45.732,9.268,0.9228,100865.13
0.9282,0.0303,0.5063,37.988,21.22,-8.232,1.0578,100864.79
1.3218,-0.2275,0.7349,13.171,26.707,-34.817,1.5293,100863.93
1.0732,-0.3789,-0.0435,-28.537,37.256,31.098,1.139,100863.89
0.9858,0.0728,0.0142,2.317,35.671,33.841,0.9886,100863.59
1.0918,0.3013,0.1431,-10.915,-10.183,-0.671,1.1416,100863.01
0.9238,-0.019,0.0508,-40.427,-15.122,10.183,0.9254,100862.31
0.7544,-0.3218,-0.2476,-34.878,2.317,35.244,0.8567,100862.3
0.6338,-0.0811,-0.1611,16.829,0.061,24.451,0.659,100861.69
0.7559,0.1431,-0.0439,19.39,-14.085,1.646,0.7705,100862.31
0.8818,0.0356,-0.0161,5.427,5.549,-4.024,0.8827,100863.42
1.0884,-0.1733,-0.1313,8.049,45.854,-2.5,1.1099,100864.87
1.5015,-0.2349,-0.2241,30.671,45.915,-2.866,1.5362,100863.71
1.4839,-0.1348,-0.1597,40.488,-16.402,-18.963,1.4985,100863.49
0.9766,-0.2368,-0.2798,21.524,-70.976,-30.183,1.0431,100863.57
0.7764,-0.3638,-0.1914,22.195,-62.012,-24.39,0.8785,100863.89
0.7754,-0.5078,0.5996,20.0,-32.622,-17.134,1.1039,100863.02
1.0972,0.125,0.5552,-28.171,-10.854,2.439,1.236,100863.82
1.2246,0.8872,0.4424,-25.915,-29.329,63.659,1.5756,100864.68
1.0908,0.3579,-0.2485,-78.963,-47.317,52.683,1.1746,100864.95
