ax,ay,az,gx,gy,gz,avm,pressure
0.9678,-0.041,-0.2461,17.378,25.976,-2.805,0.9994,100861.99
1.0117,-0.0405,-0.1035,13.354,19.878,-4.512,1.0178,100862.2
0.9849,-0.0083,-0.2227,-3.963,-14.695,-5.854,1.0098,100862.85
0.9263,-0.0024,-0.3149,-7.134,-11.402,-1.768,0.9784,100862.71
0.9365,-0.0317,-0.2471,2.317,6.524,1.22,0.9691,100863.12
0.9785,-0.0361,-0.2275,3.049,5.732,-0.305,1.0053,100862.55
0.9814,-0.0342,-0.2466,0.427,3.354,-0.366,1.0125,100862.46
0.9595,-0.0283,-0.2446,2.439,3.659,-0.244,0.9906,100861.8
0.9438,-0.0278,-0.249,3.11,2.073,-1.22,0.9765,100861.57
0.9629,-0.0332,-0.2368,2.195,4.207,-1.463,0.9921,100862.62
0.9731,-0.0337,-0.2261,1.707,5.732,-1.098,0.9996,100863.54
0.9507,-0.0269,-0.2549,2.073,5.488,-0.305,0.9846,100862.71
0.9438,-0.0034,-0.2617,4.024,10.122,-0.183,0.9795,100862.46
0.9614,0.0034,-0.2412,7.012,15.061,0.183,0.9912,100862.78
0.9473,-0.0171,-0.2358,8.415,17.012,-0.122,0.9763,100862.68
0.9355,-0.0239,-0.2202,7.012,22.683,-0.61,0.9614,100863.34
0.9214,0.0059,-0.1733,10.732,29.451,-4.573,0.9376,100863.7
0.9805,0.0181,-0.0898,16.829,41.098,-11.89,0.9847,100863.1
1.0068,0.019,-0.0791,8.415,46.28,-12.378,1.0101,100863.89
0.9341,0.061,-0.1519,-3.902,38.659,-7.622,0.9483,100863.73
0.9414,0.0352,-0.0903,-3.72,43.598,-1.341,0.9464,100863.02
0.9834,-0.0225,0.02,-6.585,57.134,5.061,0.9839,100862.2
1.0571,0.0249,0.0425,-10.671,48.963,4.695,1.0583,100862.37
1.1582,0.0586,0.0156,-12.805,23.598,6.768,1.1598,100862.59
0.9424,0.04,0.0996,-11.829,12.561,-1.707,0.9485,100863.53
0.9165,0.0728,0.082,-5.671,5.427,-1.768,0.923,100863.84
0.9307,-0.0698,0.0991,-6.829,18.476,9.817,0.9385,100863.71
1.02,-0.1655,0.0479,-7.012,26.951,10.427,1.0345,100863.13
1.0972,-0.1909,0.0898,-3.963,18.293,4.207,1.1173,100864.41
1.1089,-0.1924,0.0918,-17.561,1.524,4.268,1.1292,100864.02
1.0464,-0.1919,-0.0283,-26.768,-10.122,10.549,1.0642,100864.36
0.937,-0.0957,0.0063,-16.89,-10.061,11.28,0.9419,100864.83
0.8604,-0.0737,0.0625,-16.28,-6.28,10.671,0.8658,100864.96
0.9004,-0.1597,0.0132,-25.366,5.61,15.061,0.9145,100865.41
0.9917,-0.228,-0.0415,-17.866,13.537,17.622,1.0184,100864.99
1.0381,-0.1821,-0.0483,-9.512,3.415,9.695,1.055,100864.74
0.9678,-0.1401,-0.0879,-11.037,-10.61,3.049,0.9818,100865.14
0.9321,-0.1504,-0.1206,-9.207,-3.78,1.646,0.9519,100864.58
1.0488,-0.1826,-0.0908,1.463,9.512,0.793,1.0685,100863.91
1.1392,-0.2729,-0.1479,11.707,0.427,-4.451,1.1807,100863.89
1.1899,-0.2358,-0.2178,13.049,-22.378,-18.841,1.2325,100864.62
1.1841,-0.269,0.0039,6.585,-29.939,-19.329,1.2143,100864.45
1.1353,-0.2314,0.1875,-2.317,-16.28,-4.207,1.1737,100864.17
1.0327,0.0039,0.3047,-3.415,-14.939,-9.695,1.0767,100864.6
0.8623,0.1479,0.21,-1.89,-15.671,-28.659,0.8997,100863.44
0.7954,0.1724,0.1743,22.988,-7.683,-27.744,0.8323,100863.56
0.9839,0.0576,0.0933,31.707,1.159,-3.78,0.99,100863.62
0.9663,-0.2329,-0.0142,-17.073,9.512,-20.671,0.9941,100863.93
0.7959,0.1831,-0.0112,11.341,-24.146,-38.537,0.8168,100863.8
0.8042,0.2451,0.0312,3.537,-11.646,-20.366,0.8413,100864.41
0.813,-0.0781,-0.1079,-22.927,15.732,0.732,0.8238,100864.63
0.9551,-0.1128,-0.1411,-14.878,12.439,-0.732,0.972,100864.33
1.0029,0.1025,-0.0742,-10.061,-9.329,1.098,1.0109,100864.98
0.8882,0.2734,-0.0835,-4.817,-3.963,9.634,0.9331,100865.2
1.0547,0.3506,-0.1426,27.805,0.0,0.488,1.1205,100864.37
1.3423,0.1836,-0.1577,43.78,-17.622,-5.976,1.3639,100865.23
1.3633,-0.0166,-0.1143,50.427,-14.085,6.585,1.3682,100865.66
1.5059,-0.0806,0.0659,49.329,-15.671,-0.061,1.5095,100866.09
0.9858,-0.0029,0.1802,52.073,-36.829,15.061,1.0022,100866.02
0.6777,-0.0874,0.4507,32.5,8.11,25.854,0.8186,100866.08
0.7788,-0.2388,0.3188,-21.524,32.561,7.134,0.8748,100866.37
1.2769,-0.207,0.0264,-24.268,18.476,-5.671,1.2938,100866.47
1.2793,-0.1787,0.1279,-4.146,5.61,16.585,1.298,100865.2
0.8384,-0.1475,-0.0342,-35.549,-24.451,19.817,0.8519,100864.87
0.6001,-0.1133,-0.1553,-50.915,-20.732,7.439,0.6301,100864.62
0.6265,0.0371,-0.082,-19.085,-2.866,-1.89,0.6329,100865.01
0.7563,-0.0098,-0.0737,4.024,19.634,-0.793,0.76,100864.73
0.9351,-0.2588,-0.0786,-0.854,30.061,-4.878,0.9734,100864.39
0.9565,-0.1665,-0.0029,-7.988,11.829,-15.793,0.9709,100864.15
0.9321,0.0952,-0.1113,-6.463,-3.841,-15.183,0.9436,100864.8
0.9863,0.1636,-0.2974,11.463,11.89,-8.171,1.0431,100863.73
1.3115,-0.27,-0.2417,43.476,9.756,-41.159,1.3607,100863.82
1.415,-0.3511,-0.1162,17.134,-18.11,-32.378,1.4626,100863.88
1.3306,-0.6216,0.418,-21.768,-32.866,-10.122,1.5269,100864.02
1.4341,-0.2314,0.3574,-77.012,-0.305,38.963,1.496,100864.48
0.9248,0.2505,0.5278,-75.0,-20.854,61.463,1.0939,100864.24
0.4385,0.5942,0.4224,-6.402,-104.451,-54.085,0.8507,100863.93
0.7236,0.5688,-0.085,18.293,-73.049,-54.085,0.9244,100863.09
0.9805,-0.2837,-0.1934,-17.988,69.939,45.61,1.0388,100863.8
1.2178,-0.5122,-0.0825,-26.646,-8.171,27.866,1.3237,100863.38
0.9639,0.189,-0.1865,-1.463,-113.659,-21.524,0.9998,100863.89
0.6753,0.3584,-0.0806,-5.0,-74.085,6.402,0.7687,100864.02
0.7207,0.2261,-0.5103,-6.463,-60.549,6.28,0.9115,100863.76
1.1514,0.2397,-0.5093,57.805,-53.902,1.951,1.2816,100864.32
1.0571,0.1118,0.0864,82.073,-69.756,26.098,1.0665,100864.36
0.5337,0.0039,0.5889,45.732,-117.866,8.963,0.7947,100863.52
0.3584,-0.4434,0.7852,-42.256,-70.244,51.524,0.9703,100862.04
-0.4844,-0.8247,0.1655,-122.744,-29.878,71.098,0.9706,100862.27
-0.3652,0.0405,0.2866,-121.341,-17.134,-30.061,0.466,100863.07
0.4185,0.5913,-0.7139,-4.695,-27.378,-80.549,1.017,100862.92
2.1475,1.0757,-0.7358,161.707,102.012,12.927,2.512,100863.77
1.3501,-0.4292,0.2158,107.622,-48.963,22.805,1.433,100865.03
0.1265,-0.7085,0.1865,25.915,-230.732,-25.488,0.7435,100865.12
0.2739,0.1367,-0.1582,24.817,-85.122,19.878,0.3446,100867.02
1.8535,0.9624,-0.8931,124.268,-20.61,103.841,2.2714,100868.06
3.7354,-1.439,-1.9644,172.012,-153.537,138.415,4.4589,100869.49
4.5483,-3.6895,-2.1841,-99.573,-216.89,-32.195,6.2506,100869.05
-0.457,1.7324,-1.0811,-1.402,-262.561,-60.061,2.0926,100869.22
-0.4697,1.1001,2.7397,224.878,-154.878,126.585,2.9895,100869.96
-2.144,-1.6089,-0.2969,3.537,-214.817,173.598,2.697,100869.65
-0.5396,-1.9277,-1.457,-105.427,97.683,-213.902,2.4759,100870.51
1.5967,-0.5547,-0.8618,-57.927,-38.963,-113.72,1.8973,100870.67
0.7993,-0.6392,-0.5459,-99.024,-206.829,139.268,1.1599,100871.17
-0.7876,-0.4111,-0.5708,-142.683,-166.707,124.939,1.056,100871.54
-1.7217,0.2729,-2.1729,-201.037,-16.341,80.732,2.7857,100871.56
-1.2324,1.2866,-1.6333,-83.598,43.171,-4.451,2.417,100871.72
