ax,ay,az,gx,gy,gz,avm,pressure
0.832,-0.022,-0.0732,9.085,29.085,-3.293,0.8355,100845.39
0.9531,0.0649,-0.0112,25.366,19.817,5.061,0.9554,100844.94
1.0918,0.1123,-0.0239,27.195,-5.793,23.476,1.0978,100845.36
1.083,0.1665,0.0391,38.537,-26.341,23.354,1.0964,100845.44
1.1499,0.2114,0.082,39.817,-21.341,-1.159,1.1721,100845.26
1.23,0.1167,-0.2471,17.439,-33.841,-14.878,1.26,100844.96
1.1787,0.0791,-0.061,42.622,-20.854,-10.183,1.1829,100845.24
0.8931,0.0215,0.1763,43.11,28.902,3.963,0.9105,100845.09
0.5366,-0.0742,0.0713,12.805,33.354,19.573,0.5464,100844.35
0.564,-0.1367,0.1157,-9.024,15.122,15.854,0.5917,100843.55
0.8169,-0.1523,0.0952,-38.537,-4.512,16.951,0.8364,100844.56
0.9375,-0.1084,0.1929,-44.39,-19.756,18.293,0.9633,100843.48
1.2246,-0.1025,0.1553,-58.537,2.561,-1.402,1.2387,100842.43
1.1816,-0.1187,-0.1284,-53.232,0.976,-5.183,1.1945,100842.26
1.189,-0.0186,0.1548,-10.793,16.585,-40.549,1.1991,100841.87
1.4468,0.1123,0.3994,-16.585,40.671,-69.878,1.5051,100842.2
1.2471,0.0581,-0.1201,-56.28,25.183,-15.854,1.2542,100840.97
0.5103,0.0186,-0.4194,-26.463,29.756,48.78,0.6608,100841.39
0.2036,0.0039,-0.0967,25.122,58.659,27.683,0.2254,100841.11
0.8296,0.1309,0.2114,23.293,9.39,-20.366,0.8661,100841.52
1.0869,0.2168,0.2095,-2.561,-76.22,-29.512,1.1279,100841.8
1.2944,0.1343,-0.1543,-9.939,-85.732,-40.122,1.3105,100840.8
1.5161,0.1118,-0.4512,23.78,-52.622,-16.463,1.5858,100840.93
0.9551,0.168,-0.0103,88.78,4.024,12.683,0.9698,100840.63
0.5972,-0.0483,-0.377,-57.317,33.841,40.0,0.7078,100839.52
0.5322,-0.1802,-0.1821,-31.463,-1.768,30.183,0.5907,100840.08
0.9717,-0.0205,0.0923,-29.39,-29.085,1.951,0.9763,100839.77
1.3438,0.0718,0.4106,-41.585,-79.695,-6.463,1.4069,100839.05
1.5337,-0.0176,0.0083,-89.939,-47.378,-5.976,1.5338,100839.38
1.0791,-0.1235,-0.2998,-67.134,8.598,7.5,1.1268,100839.5
1.0054,-0.0283,0.0059,-24.39,52.988,-30.0,1.0058,100839.57
1.0835,0.041,0.0415,-29.024,62.561,-42.439,1.0851,100839.52
0.7207,0.0356,-0.1562,-22.561,40.305,-0.183,0.7383,100839.86
0.4404,-0.0146,-0.0723,7.622,29.024,13.049,0.4466,100838.24
0.7915,0.0029,0.2124,23.354,-1.098,-6.707,0.8195,100838.39
1.3638,0.2197,0.4531,-1.22,-51.098,1.463,1.4538,100837.88
1.395,0.2065,0.1406,-44.329,-78.78,34.207,1.4172,100837.38
1.0762,0.0938,-0.2407,-37.5,-69.39,53.72,1.1067,100838.1
0.7681,0.0874,-0.1074,-5.427,-30.854,37.622,0.7805,100837.77
0.7495,0.0972,0.2788,-1.037,17.439,-14.512,0.8056,100837.51
0.9585,0.1318,0.396,-36.951,57.561,-33.72,1.0454,100836.96
0.7769,0.0337,-0.0488,-79.146,60.061,11.098,0.7791,100837.17
0.7017,-0.1665,-0.0278,-76.89,7.683,39.756,0.7217,100837.21
1.1313,-0.146,-0.0181,-94.512,-37.134,22.073,1.1409,100836.73
1.0874,-0.1812,-0.1616,-100.732,-21.707,12.012,1.1142,100836.62
1.0312,-0.2188,-0.1465,-84.451,-0.549,-4.695,1.0643,100836.91
1.0273,-0.1343,0.1558,-64.207,15.61,-23.598,1.0477,100836.28
1.2954,0.1084,0.4106,-98.963,-27.622,-91.951,1.3633,100836.05
1.5957,0.103,-0.1475,-141.768,-20.427,-77.317,1.6058,100837.13
1.0415,-0.1006,-0.5576,-99.878,1.159,5.671,1.1857,100837.09
0.377,-0.1494,-0.2363,-28.537,42.195,36.098,0.4693,100836.16
0.2783,-0.1167,0.1523,-11.22,56.22,-3.232,0.3381,100835.84
0.8467,0.0361,0.6978,-17.927,16.707,-52.439,1.0977,100836.1
1.3154,0.2231,1.1431,-76.402,-27.866,-52.622,1.7569,100836.67
1.228,0.1528,0.394,-203.78,-88.293,-11.037,1.2987,100835.48
0.9849,-0.0356,-0.5762,-213.293,-127.927,28.354,1.1416,100835.25
0.9277,-0.04,-0.0024,-86.89,-72.622,23.293,0.9286,100835.66
0.7275,0.0576,0.3281,-81.829,-11.524,11.707,0.8002,100835.47
0.5713,0.0674,0.3037,-118.72,-13.11,9.878,0.6505,100834.48
0.7842,0.0625,0.1191,-153.659,-28.902,13.354,0.7956,100834.84
0.7363,-0.0405,-0.2812,-160.244,-15.976,38.72,0.7893,100834.24
0.7363,-0.0405,-0.2812,-160.244,-15.976,38.72,0.7893,100833.91
0.5454,-0.0996,0.0571,-123.049,-5.122,35.061,0.5574,100833.41
0.9941,-0.0562,0.1416,-134.512,-15.366,0.549,1.0057,100833.66
1.2017,-0.1421,-0.0679,-146.159,-40.488,1.463,1.2119,100834.23
1.1636,-0.1763,-0.293,-134.268,-22.561,6.463,1.2128,100834.64
