ax,ay,az,gx,gy,gz,avm,pressure
1.042,-0.0083,-0.104,-13.049,11.768,-20.732,1.0472,100836.12
1.1548,0.0073,-0.0459,4.39,-0.061,19.634,1.1557,100835.27
0.8296,0.1133,0.1948,16.22,13.72,45.793,0.8597,100835.73
0.7261,0.0068,0.0352,2.317,16.22,18.293,0.727,100835.95
1.1538,0.0786,0.1338,11.951,-54.085,-6.28,1.1642,100836.27
1.3818,0.2749,0.2085,1.89,-56.341,-15.976,1.4243,100836.97
1.2739,0.1772,-0.2769,-27.195,11.28,-11.463,1.3157,100837.37
0.7754,-0.0107,-0.4702,4.939,27.683,22.317,0.9069,100837.32
0.5854,0.0708,-0.0664,55.0,22.805,20.732,0.5934,100837.77
1.0186,0.1353,0.1108,45.244,15.976,-1.768,1.0335,100837.47
1.019,0.0776,-0.0039,13.659,3.78,31.707,1.022,100837.0
0.7915,-0.0684,0.2095,2.988,-15.61,41.159,0.8216,100837.02
1.042,-0.0981,0.2754,-7.378,0.061,-3.415,1.0822,100837.16
1.1348,-0.063,0.5503,-3.78,14.634,-42.866,1.2627,100836.28
1.4463,-0.0239,0.3076,-47.378,-14.207,-76.646,1.4788,100836.37
1.1958,-0.0146,-0.3267,-62.622,-49.573,-48.354,1.2397,100837.42
0.7612,0.043,-0.3706,-15.854,-21.768,-35.793,0.8477,100838.07
0.8506,0.0957,-0.1313,19.207,20.122,-34.268,0.866,100838.92
0.812,0.0244,-0.0063,25.061,8.72,4.085,0.8124,100839.08
0.8936,-0.0435,-0.0503,10.671,-1.707,27.561,0.896,100838.93
0.9966,0.1323,0.2676,20.183,-32.012,37.317,1.0403,100839.17
1.166,0.0845,0.188,-1.098,-14.695,6.951,1.1841,100838.87
1.1865,0.0078,0.0068,-3.293,-10.244,-12.256,1.1866,100839.02
1.2744,0.1885,0.0127,1.89,17.561,-21.037,1.2883,100839.98
0.5571,0.0806,0.1221,-1.28,38.78,18.72,0.576,100839.8
0.9072,0.042,-0.0469,-49.085,63.72,-1.524,0.9094,100841.18
1.0562,0.082,0.1909,-40.732,22.988,8.049,1.0764,100840.98
1.0752,-0.0273,0.0811,-31.463,-4.756,-6.524,1.0786,100841.8
1.0781,0.062,0.2036,4.39,-33.78,-40.427,1.0989,100843.03
