ax,ay,az,gx,gy,gz,avm,pressure
0.9956,-0.0532,-0.0981,3.963,2.195,0.122,1.0018,100752.97
1.0107,-0.0596,-0.0801,2.744,-0.427,0.61,1.0157,100752.77
0.9873,-0.0601,-0.106,-0.61,-0.488,2.256,0.9948,100752.85
0.9878,-0.0547,-0.1133,-0.793,1.585,1.341,0.9958,100753.88
1.0005,-0.0469,-0.1089,-0.61,-2.134,0.671,1.0075,100753.55
0.998,-0.0454,-0.1294,-2.561,-0.732,0.976,1.0074,100753.65
0.9883,-0.0527,-0.1294,-0.61,2.744,1.463,0.9981,100753.76
0.9985,-0.0503,-0.0879,1.707,-0.122,0.854,1.0037,100753.98
0.9956,-0.0479,-0.1104,-1.89,-2.5,0.915,1.0028,100753.64
0.9824,-0.0532,-0.1318,-0.976,0.244,1.463,0.9927,100753.64
0.9878,-0.0547,-0.0947,1.829,1.768,0.793,0.9938,100753.73
0.9995,-0.0635,-0.1079,-1.463,-0.122,0.732,1.0073,100753.19
1.0029,-0.0645,-0.1128,-2.317,-3.598,1.28,1.0113,100753.78
0.9678,-0.0684,-0.1157,-3.11,-1.646,1.463,0.9771,100753.97
1.0161,-0.0674,-0.1084,-3.902,-0.976,-0.427,1.0241,100753.13
1.0264,-0.0742,-0.1338,-5.488,-3.11,2.5,1.0377,100753.99
0.9854,-0.0835,-0.1045,-1.951,0.427,5.549,0.9944,100753.64
0.9756,-0.0933,-0.062,-2.439,0.549,4.939,0.982,100753.27
1.0054,-0.0908,-0.1221,-12.622,-0.305,3.354,1.0168,100753.58
0.9604,-0.085,-0.1045,-11.646,1.402,3.415,0.9698,100753.21
0.9805,-0.0674,-0.0933,-14.695,-2.073,-0.122,0.9872,100753.54
0.9614,-0.0571,-0.1245,-20.183,-4.634,-0.549,0.9711,100753.67
0.9678,-0.0542,-0.1099,-19.146,-4.268,-0.854,0.9755,100752.55
1.0161,-0.0664,-0.1562,-21.341,0.488,-1.22,1.0302,100753.05
0.9302,-0.0054,-0.0659,-15.183,0.244,-6.585,0.9325,100753.62
1.0229,0.0166,-0.1655,-14.634,-2.805,-11.28,1.0364,100753.96
