ax,ay,az,gx,gy,gz,avm,pressure
0.9966,-0.0161,-0.1748,0.244,1.829,0.427,1.0119,100756.78
0.98,-0.0195,-0.1587,0.122,1.89,1.768,0.9929,100757.16
0.9805,-0.0171,-0.188,-1.524,1.707,1.22,0.9985,100756.7
0.9771,-0.0137,-0.1704,0.183,2.256,1.098,0.9919,100755.98
0.9834,-0.0156,-0.1631,-0.732,1.951,0.976,0.997,100756.16
0.981,-0.0151,-0.1763,-1.768,1.646,0.976,0.9968,100756.93
0.9863,-0.0176,-0.1709,-0.244,1.768,0.671,1.0012,100757.88
0.9814,-0.019,-0.1455,1.22,2.134,0.671,0.9924,100758.31
0.9951,-0.0146,-0.1665,-0.671,1.28,-0.122,1.0091,100757.44
0.9844,-0.0166,-0.1772,0.061,1.159,0.122,1.0003,100759.1
0.9731,-0.0161,-0.1611,-0.305,-0.061,0.0,0.9865,100758.51
0.9858,-0.0186,-0.1646,-0.854,0.976,-0.427,0.9997,100758.3
0.9966,-0.021,-0.1587,-1.159,-0.061,0.183,1.0094,100758.75
0.9771,-0.0278,-0.1685,-1.829,0.793,1.829,0.9919,100757.49
0.9858,-0.0371,-0.1587,-0.61,2.622,2.439,0.9992,100758.73
0.9897,-0.0405,-0.1445,-1.341,2.561,3.049,1.0011,100759.2
0.9805,-0.0356,-0.1699,-5.0,0.488,3.293,0.9957,100759.28
0.9932,-0.0288,-0.167,-5.915,-0.305,2.622,1.0075,100758.61
0.9912,-0.0254,-0.166,-7.5,-0.915,2.256,1.0053,100759.07
0.9785,-0.0225,-0.1538,-8.293,0.488,2.378,0.9908,100759.77
0.9722,-0.0293,-0.1411,-9.512,1.037,1.89,0.9828,100759.58
0.9692,-0.0361,-0.1816,-11.951,-0.122,2.622,0.9868,100759.2
0.9844,-0.0474,-0.1714,-9.146,3.293,2.744,1.0003,100758.65
1.0122,-0.0459,-0.1421,-6.768,1.829,3.72,1.0232,100758.12
0.9951,-0.0391,-0.1465,-13.72,1.89,5.244,1.0066,100758.23
0.9897,-0.0508,-0.1372,-13.72,0.854,4.024,1.0005,100757.52
